Gene	V2
BSCL2	750
BSDC1	2299
BSG	1356
BSN	6732
BSND	9561
BSPRY	2128
BST1	1412
BST2	798
BTAF1	6376
BTBD1	2532
BTBD10	1827
BTBD11	4001
BTBD16	1667
BTBD19	1709
BTBD2	2361
BTBD3	2834
BTBD6	1736
BTBD7	4017
BTBD9	4425
BTC	1831
BTD	1669
BTF3	704
BTF3L4	1426
BTG1	2683
BTG2	2525
BTG3	1139
BTG4	818
BTK	2251
BTLA	1476
BTN1A1	2066
BTN2A1	2397
BTN2A2	1941
BTN2A3P	1431
BTN3A1	2724
BTN3A2	3143
BTN3A3	2492
BTNL2	848
BTNL3	2239
BTNL8	1060
BTNL9	1750
BTRC	4638
BUB1	2696
BUB1B	2859
BUB3	1372
BUD13	1992
BUD23	953
BUD31	779
BVES	3617
BYSL	1497
BZW1	1256
BZW2	1502
C10orf71	5058
C10orf82	1329
C10orf88	2066
C10orf90	1439
C10orf95	1269
C11orf1	420
C11orf16	1485
C11orf21	2756
C11orf24	1628
C11orf42	954
C11orf45	3421
C11orf49	1252
C11orf52	897
C11orf54	1519
C11orf58	778
C11orf65	674
C11orf68	1359
C11orf71	1780
C11orf74	665
C11orf80	1048
C11orf94	175
C11orf95	5171
C12orf10	1018
C12orf29	977
C12orf4	1976
C12orf43	1700
C12orf45	1224
C12orf49	4258
C12orf50	1927
C12orf54	564
C12orf56	806
C12orf57	373
C12orf60	1392
C12orf65	1374
C12orf66	3023
C14orf119	1386
C14orf132	7383
C14orf28	1328
C14orf93	1595
C15orf39	3981
C15orf40	3244
C15orf41	949
C15orf48	561
C15orf61	2861
C15orf65	668
C16orf46	1351
C16orf58	2559
C16orf70	2186
C16orf71	1315
C16orf72	8363
C16orf78	887
C16orf82	2259
C16orf89	1117
C16orf92	317
C17orf49	630
C17orf50	841
C17orf64	329
C17orf75	1590
C17orf80	2596
C18orf21	770
C18orf25	3331
C18orf54	3376
C19orf12	1937
C19orf18	715
C19orf25	1294
C19orf33	209
C19orf44	2652
C19orf47	1573
C19orf48	1261
C19orf53	367
C19orf57	872
C19orf73	542
C19orf84	1135
C1D	618
C1GALT1	1210
C1GALT1C1	1436
C1orf100	521
C1orf105	390
C1orf109	1306
C1orf112	1668
C1orf115	2691
C1orf116	4019
C1orf122	1046
C1orf127	2427
C1orf131	1231
C1orf158	3364
C1orf159	1641
C1orf162	801
C1orf194	276
C1orf198	3655
C1orf21	2029
C1orf210	1277
C1orf216	2385
C1orf35	1136
C1orf43	1376
C1orf50	1556
C1orf52	780
C1orf54	295
C1orf56	1414
C1orf61	1195
C1orf74	4484
C1orf87	1828
C1orf94	2393
C1QA	878
C1QB	848
C1QBP	815
C1QC	959
C1QL1	1327
C1QL2	1705
C1QTNF1	2626
C1QTNF2	2180
C1QTNF3	1463
C1QTNF4	1213
C1QTNF5	1079
C1QTNF6	2500
C1QTNF7	2964
C1R	1653
C1RL	2366
C1S	2495
C2	2047
C20orf141	455
C20orf144	324
C20orf173	652
C20orf194	6454
C20orf27	1051
C20orf85	605
C20orf96	1268
C21orf58	1863
C21orf62	3881
C21orf91	1982
C22orf15	460
C22orf23	1360
C22orf31	795
C22orf39	1278
C22orf42	1098
C22orf46	4090
C2CD2	3888
C2CD2L	3180
C2CD3	4287
C2CD4A	3245
C2CD4C	2899
C2CD5	3815
C2CD6	2101
C2orf15	1316
C2orf16	6000
C2orf27A	785
C2orf42	1400
C2orf49	1877
C2orf50	2484
C2orf69	3491
C2orf73	456
C2orf76	530
C2orf83	862
C2orf88	2082
C3	2867
C3AR1	3234
C3orf14	504
C3orf18	1573
C3orf20	2544
C3orf22	1164
C3orf36	1465
C3orf49	801
C3orf52	2244
C3orf67	1498
C4A	359
C4BPA	1668
C4BPB	749
C4orf17	1426
C4orf19	2496
C4orf33	1102
C4orf36	1006
C4orf45	582
C4orf46	2444
C5	4423
C5AR1	2052
C5AR2	2383
C5orf15	1468
C5orf22	1991
C5orf24	2633
C5orf30	1935
C5orf38	906
C5orf47	1654
C5orf49	1828
C5orf58	715
C6	2731
C6orf118	837
C6orf136	915
C6orf141	880
C6orf15	944
C6orf163	1444
C6orf223	3621
C6orf47	2274
C6orf62	1541
C6orf89	2906
C7	1976
C7orf25	2065
C7orf26	1874
C7orf31	2231
C7orf33	953
C7orf50	964
C7orf57	1902
C7orf77	409
C8A	2156
C8B	1972
C8G	503
C8orf33	1535
C8orf34	2288
C8orf37	3140
C8orf44	807
C8orf48	1220
C8orf74	988
C8orf76	960
C9	534
C9orf116	499
C9orf131	1540
C9orf135	497
C9orf16	505
C9orf24	334
C9orf40	2151
C9orf57	1286
C9orf64	2262
C9orf72	1976
C9orf78	1576
C9orf85	1088
CA1	632
CA10	1699
CA11	1425
CA12	3451
CA14	1588
CA2	999
CA3	1455
CA4	923
CA5A	801
CA5B	1947
CA6	742
CA7	1264
CA8	4140
CA9	842
CAAP1	1015
CAB39	2553
CAB39L	2707
CABCOCO1	1090
CABIN1	4613
CABLES1	3047
CABLES2	3585
CABP1	1657
CABP2	779
CABP4	1599
CABP5	890
CABP7	3134
CABS1	1317
CABYR	1157
CACFD1	2534
CACHD1	5497
CACNA1A	2882
CACNA1B	9442
CACNA1C	8364
CACNA1D	5185
CACNA1E	4130
CACNA1F	5837
CACNA1G	6531
CACNA1H	7743
CACNA1I	9692
CACNA1S	5812
CACNA2D1	4777
CACNA2D2	4650
CACNA2D3	3277
CACNA2D4	910
CACNB1	2745
CACNB2	2536
CACNB3	1838
CACNB4	3566
CACNG1	1102
CACNG2	2184
CACNG3	2888
CACNG4	3383
CACNG5	726
CACNG6	1435
CACNG7	997
CACNG8	8547
CACTIN	3314
CACUL1	4939
CACYBP	846
CAD	5105
CADM1	2052
CADM3	2439
CADM4	1989
CADPS	4457
CADPS2	4011
CALB1	1421
CALB2	1254
CALCA	751
CALCB	1031
CALCOCO1	1582
CALCOCO2	1283
CALCR	1549
CALCRL	2308
CALD1	2645
CALHM2	1363
CALHM3	1452
CALHM4	903
CALM1	1033
CALM2	1015
CALM3	1397
CALML3	1611
CALML4	1735
CALML5	674
CALML6	773
CALN1	8371
CALR	1700
CALR3	571
CALU	2125
CALY	2060
CAMK1	1193
CAMK1D	4135
CAMK1G	2256
CAMK2A	2889
CAMK2B	1363
CAMK2D	2176
CAMK2G	2627
CAMK2N1	1817
CAMK2N2	1252
CAMK4	4300
CAMKK1	3250
CAMKK2	3908
CAMKMT	1006
CAMKV	1285
CAMLG	1518
CAMP	433
CAMSAP1	3113
CAMSAP2	5030
CAMSAP3	3859
CAMTA1	599
CAMTA2	3132
CAND1	3242
CAND2	4373
CANT1	2584
CANX	2071
CAP1	2153
CAP2	1749
CAPG	1009
CAPN1	2611
CAPN10	2084
CAPN11	2518
CAPN12	1568
CAPN13	1755
CAPN15	3030
CAPN2	3138
CAPN3	1447
CAPN5	4148
CAPN6	3332
CAPN7	2579
CAPN9	2356
CAPNS1	590
CAPNS2	804
CAPRIN1	2279
CAPRIN2	1830
CAPS	1181
CAPS2	654
CAPSL	619
CAPZA1	1866
CAPZA2	841
CAPZA3	870
CAPZB	1442
CARD10	2616
CARD11	2959
CARD14	2184
CARD16	343
CARD18	659
CARD19	566
CARD6	3516
CARD8	1373
CARD9	2354
CARF	1483
CARHSP1	1035
CARM1	2667
CARMIL1	5187
CARMIL2	2283
CARMIL3	4389
CARNMT1	1990
CARNS1	3482
CARS1	1773
CARS2	1472
CARTPT	663
CASC1	1123
CASC3	3452
CASC4	2319
CASD1	3694
CASK	2860
CASKIN1	4295
CASKIN2	3525
CASP1	741
CASP10	3752
CASP14	1758
CASP16P	1207
CASP2	3804
CASP3	1714
CASP4	1084
CASP5	1058
CASP6	1015
CASP7	1871
CASP8	1717
CASP8AP2	4516
CASP9	1571
CASQ1	1678
CASQ2	2474
CASR	9847
CASS4	2550
CAST	1851
CASZ1	4349
CAT	2086
CATSPER1	908
CATSPER2	3322
CATSPERB	1027
CATSPERG	669
CATSPERZ	500
CAV1	1683
CAV2	1654
CAV3	923
CAVIN2	2854
CAVIN3	821
CBFA2T2	3847
CBFA2T3	3811
CBFB	1407
CBL	7714
CBLB	2622
CBLC	1333
CBLIF	851
CBLL1	1532
CBLL2	1319
CBLN1	1144
CBLN2	1500
CBLN4	2954
CBR1	838
CBR3	798
CBR4	2200
CBS	1742
CBWD1	1058
CBWD2	1388
CBWD5	1111
CBX1	1455
CBX2	3988
CBX3	1763
CBX4	2343
CBX5	7380
CBX6	5052
CBX7	2626
CBX8	1656
CBY1	884
CBY2	1176
CC2D1A	3282
CC2D1B	3272
CC2D2A	2080
CCAR1	2250
CCAR2	1514
CCBE1	2960
CCDC102A	2232
CCDC102B	1227
CCDC105	1557
CCDC106	1363
CCDC107	826
CCDC112	2094
CCDC113	5072
CCDC114	1280
CCDC115	1400
CCDC116	1372
CCDC117	3192
CCDC12	749
CCDC120	3279
CCDC121	1733
CCDC122	1266
CCDC124	783
CCDC125	2152
CCDC126	1047
CCDC127	7155
CCDC13	841
CCDC130	1337
CCDC134	1070
CCDC136	779
CCDC138	2059
CCDC14	2368
CCDC140	873
CCDC142	2261
CCDC144A	4458
CCDC146	2420
CCDC148	1295
CCDC149	2587
CCDC15	3541
CCDC151	1923
CCDC155	1937
CCDC159	543
CCDC162P	2775
CCDC163	1767
CCDC167	373
CCDC17	1843
CCDC170	5106
CCDC171	4590
CCDC173	671
CCDC174	1472
CCDC177	3982
CCDC181	1660
CCDC183	800
CCDC185	1851
CCDC186	4713
CCDC189	770
CCDC191	2106
CCDC198	876
CCDC22	2110
CCDC24	1047
CCDC25	1331
CCDC27	2154
CCDC28A	1042
CCDC28B	881
CCDC3	2547
CCDC32	1031
CCDC33	1162
CCDC34	1152
CCDC38	2399
CCDC40	1114
CCDC42	1030
CCDC43	1756
CCDC47	2144
CCDC50	2728
CCDC51	1238
CCDC54	997
CCDC58	483
CCDC59	617
CCDC6	5470
CCDC60	2226
CCDC62	2438
CCDC63	1377
CCDC65	1592
CCDC68	2381
CCDC69	3073
CCDC7	937
CCDC70	950
CCDC71	1591
CCDC71L	6599
CCDC74A	1046
CCDC74B	1297
CCDC77	1551
CCDC78	1652
CCDC8	3036
CCDC80	3801
CCDC81	949
CCDC82	2107
CCDC83	829
CCDC85A	3914
CCDC85B	763
CCDC86	1655
CCDC87	2688
CCDC88A	4911
CCDC89	2148
CCDC9	1414
CCDC90B	1011
CCDC91	1303
CCDC92	1607
CCDC93	3629
CCDC97	2810
CCER1	1175
CCHCR1	1439
CCIN	1747
CCK	518
CCKAR	1546
CCKBR	1534
CCL1	395
CCL11	805
CCL13	623
CCL14	509
CCL15	416
CCL16	1075
CCL17	351
CCL18	771
CCL19	483
CCL2	541
CCL20	635
CCL21	663
CCL22	2717
CCL23	395
CCL24	383
CCL25	753
CCL26	328
CCL27	679
CCL28	1979
CCL3	617
CCL3L1	584
CCL4	461
CCL4L2	656
CCL5	1030
CCL7	590
CCL8	662
CCM2	1644
CCM2L	2394
CCN1	2048
CCN2	2138
CCN3	2263
CCN4	3313
CCN5	1269
CCN6	1053
CCNA1	1499
CCNA2	2564
CCNB1	1282
CCNB1IP1	1132
CCNB2	1224
CCNB3	3109
CCNC	1343
CCND1	3961
CCND2	5655
CCND3	1458
CCNDBP1	1325
CCNE1	1510
CCNE2	1768
CCNF	4023
CCNG1	1746
CCNG2	1695
CCNH	1135
CCNI	2460
CCNJ	3604
CCNJL	3029
CCNK	2045
CCNL1	1271
CCNL2	1436
CCNO	1526
CCNQ	1028
CCNT1	3393
CCNT2	3012
CCNY	2412
CCNYL1	2665
CCP110	4929
CCPG1	2707
CCR1	2446
CCR10	1573
CCR3	1692
CCR4	2825
CCR5	3250
CCR6	2518
CCR7	1973
CCR8	1284
CCR9	2327
CCRL2	1469
CCS	847
CCSAP	4829
CCSER2	2345
CCT2	1603
CCT3	1716
CCT4	2141
CCT5	1221
CCT6A	2354
CCT6B	1390
CCT7	1515
CCT8	1651
CCT8L2	1860
CCZ1	2178
CCZ1B	1117
CD101	1174
CD109	6258
CD14	1163
CD151	1262
CD160	869
CD163	3384
CD164	1533
CD177	1995
CD180	5188
CD19	1456
CD1A	1609
CD1B	1191
CD1C	1346
CD1D	2053
CD1E	747
CD2	1220
CD200	1474
CD200R1	1916
CD207	1666
CD209	3377
CD22	1559
CD226	2053
CD244	1581
CD247	1411
CD248	2351
CD27	1138
CD274	2010
CD276	2269
CD28	2745
CD2AP	5098
CD2BP2	1717
CD300A	1369
CD300C	1324
CD300LB	2095
CD300LF	1355
CD300LG	2374
CD302	3718
CD320	1060
CD33	1260
CD34	2880
CD36	1646
CD37	1071
CD38	2802
CD3D	454
CD3E	1319
CD3EAP	2144
CD3G	1763
CD4	2709
CD40	1360
CD40LG	1617
CD44	2347
CD46	1901
CD47	1903
CD48	902
CD5	2927
CD52	272
CD53	1271
CD55	1291
CD58	832
CD59	1450
CD5L	2004
CD6	2479
CD63	611
CD68	1147
CD69	1408
CD7	1069
CD70	698
CD72	1341
CD74	1153
CD79A	981
CD79B	1026
CD80	1514
CD81	1223
CD82	1347
CD83	2128
CD84	4783
CD86	2168
CD8A	2022
CD8B	1207
CD8B2	789
CD9	1030
CD93	6481
CD96	2251
CD99	918
CD99L2	2785
CDA	604
CDADC1	2431
CDAN1	4436
CDC123	1030
CDC14A	2711
CDC14B	3353
CDC14C	2682
CDC16	2006
CDC20	1446
CDC20B	1479
CDC23	2443
CDC25A	2796
CDC25B	2787
CDC25C	1589
CDC26	671
CDC27	2269
CDC34	1166
CDC37	1406
CDC37L1	1614
CDC40	3403
CDC42	1884
CDC42BPA	7258
CDC42BPB	5470
CDC42BPG	5961
CDC42EP1	1841
CDC42EP2	1739
CDC42EP3	2585
CDC42EP4	2689
CDC42EP5	584
CDC42SE1	2363
CDC42SE2	3329
CDC45	1679
CDC5L	6041
CDC6	1526
CDC7	2552
CDC73	2083
CDCA2	2630
CDCA3	916
CDCA4	2006
CDCA5	2129
CDCA7	1994
CDCA7L	1941
CDCA8	2140
CDCP1	5125
CDCP2	2342
CDH1	3712
CDH10	821
CDH11	1922
CDH12	1964
CDH13	2549
CDH15	2666
CDH16	2404
CDH17	2004
CDH18	379
CDH19	3209
CDH2	2258
CDH20	3840
CDH22	3697
CDH23	3992
CDH24	3237
CDH26	1609
CDH3	2900
CDH4	6478
CDH5	3785
CDH6	5409
CDH7	11936
CDH8	510
CDH9	1601
CDHR1	3356
CDHR2	4309
CDHR3	2032
CDHR5	1680
CDIP1	1836
CDIPT	1584
CDK1	1685
CDK10	1237
CDK11B	2124
CDK12	5576
CDK13	3590
CDK14	2071
CDK15	2589
CDK16	1934
CDK17	2049
CDK18	2175
CDK19	3962
CDK2	1659
CDK20	2101
CDK2AP1	1044
CDK2AP2	1123
CDK3	1251
CDK4	1252
CDK5	909
CDK5R1	3748
CDK5R2	2290
CDK5RAP1	1408
CDK5RAP2	4952
CDK5RAP3	1380
CDK6	6565
CDK7	1144
CDK8	2428
CDK9	1631
CDKAL1	3006
CDKL1	731
CDKL2	2255
CDKL3	740
CDKL5	7167
CDKN1A	1959
CDKN1B	2145
CDKN1C	1339
CDKN2A	611
CDKN2AIP	2482
CDKN2AIPNL	1024
CDKN2B	3141
CDKN2C	1406
CDKN2D	1096
CDKN3	564
CDO1	1365
CDON	3618
CDPF1	1098
CDR1	589
CDR2	2141
CDR2L	3336
CDRT15	510
CDS1	4109
CDS2	3049
CDSN	2350
CDT1	1992
CDV3	2306
CDX1	1143
CDX2	1815
CDX4	1315
CDY1	2041
CDY2A	1760
CDYL	1332
CDYL2	2611
CEACAM1	1924
CEACAM19	1468
CEACAM20	1618
CEACAM21	625
CEACAM3	502
CEACAM4	750
CEACAM5	2443
CEACAM6	2337
CEACAM7	2176
CEACAM8	2097
CEBPA	2401
CEBPB	1639
CEBPD	1052
CEBPE	1354
CEBPG	3122
CEBPZ	3146
CECR2	7395
CEL	2184
CELA1	753
CELA2A	716
CELA2B	441
CELA3A	443
CELA3B	495
CELF1	3417
CELF2	4047
CELF3	2011
CELF4	998
CELF5	1391
CELF6	2911
CELP	1396
CELSR1	8052
CELSR2	9586
CELSR3	11733
CEMIP	7027
CEMIP2	4423
CEND1	1405
CENPA	1012
CENPB	2690
CENPBD1	2402
CENPBD1P1	3541
CENPC	3421
CENPE	5395
CENPF	7590
CENPH	1145
CENPI	1743
CENPJ	4233
CENPK	941
CENPL	1360
CENPM	692
CENPN	1166
CENPO	2821
CENPQ	1541
CENPT	1478
CENPU	1351
CENPV	731
CENPX	556
CEP104	2862
CEP112	1909
CEP120	3735
CEP126	6283
CEP128	2383
CEP131	3368
CEP135	4458
CEP152	4674
CEP162	3571
CEP164	1812
CEP170	2978
CEP19	1958
CEP192	5726
CEP250	3599
CEP290	4504
CEP295	5623
CEP350	6766
CEP41	1891
CEP44	2077
CEP55	2458
CEP57	1977
CEP63	1734
CEP68	5038
CEP70	1294
CEP72	1974
CEP76	1393
CEP78	3822
CEP83	2149
CEP85	3560
CEP89	2671
CEP95	1758
CEP97	2664
CEPT1	1303
CER1	1031
CERCAM	2065
CERK	3787
CERS1	1747
CERS2	1607
CERS3	1175
CERS4	1215
CERS5	1369
CERT1	2667
CES1	1583
CES1P1	1267
CES2	3070
CES3	3658
CES5A	1571
CETN1	1535
CETN2	1228
CETN3	659
CETP	1491
CFAP161	735
CFAP20	1048
CFAP206	2037
CFAP221	1205
CFAP298	1052
CFAP300	1086
CFAP36	1004
CFAP410	1457
CFAP43	2789
CFAP44	5506
CFAP45	1644
CFAP46	4655
CFAP52	719
CFAP53	1624
CFAP54	3508
CFAP57	2754
CFAP58	3056
CFAP61	1713
CFAP69	2077
CFAP70	2265
CFAP74	3007
CFAP97	3212
CFB	2175
CFC1	1148
CFD	983
CFDP1	913
CFH	3227
CFHR1	612
CFHR2	672
CFHR3	846
CFHR4	1216
CFHR5	2610
CFI	1889
CFL1	915
CFL1P1	310
CFL2	1026
CFLAR	2227
CFP	738
CFTR	4992
CGA	810
CGAS	2973
CGB1	480
CGB2	501
CGB3	493
CGB5	677
CGB7	1749
CGB8	682
CGGBP1	2747
CGN	3710
CGNL1	7024
CGREF1	1452
CGRRF1	1135
CH25H	1489
CHAC1	1294
CHAD	1505
CHADL	1618
CHAF1A	3005
CHAF1B	3663
CHAT	1354
CHCHD1	651
CHCHD2	596
CHCHD3	1251
CHCHD4	1258
CHCHD5	506
CHCHD6	748
CHCHD7	1041
CHD1	4659
CHD1L	2511
CHD2	2891
CHD3	5337
CHD4	5262
CHD5	5931
CHD6	4746
CHD7	3900
CHD8	6624
CHD9	4296
CHDH	7494
CHEK1	1523
CHEK2	1329
CHERP	3812
CHFR	1989
CHGA	1065
CHGB	1673
CHI3L1	1535
CHI3L2	1115
CHIA	1223
CHIAP2	1249
CHIC1	3802
CHIC2	876
CHID1	828
CHIT1	1405
CHKA	1907
CHKB	1313
CHL1	3335
CHM	3841
CHMP1A	1989
CHMP1B	2832
CHMP2A	689
CHMP2B	1518
CHMP3	1605
CHMP4A	686
CHMP4B	1402
CHMP4C	1652
CHMP5	1694
CHMP6	1320
CHMP7	2542
CHN1	1597
CHN2	1311
CHODL	2207
CHORDC1	1204
CHP1	2246
CHP2	1767
CHPF	2731
CHPF2	3664
CHPT1	1490
CHRAC1	1511
CHRD	2658
CHRDL1	2470
CHRDL2	591
CHRFAM7A	1301
CHRM1	2446
CHRM2	1494
CHRM3	7363
CHRM5	5210
CHRNA1	1784
CHRNA10	1624
CHRNA2	545
CHRNA3	2815
CHRNA4	1699
CHRNA5	1623
CHRNA6	2181
CHRNA7	4059
CHRNA9	714
CHRNB1	1792
CHRNB2	2190
CHRNB3	940
CHRNB4	1511
CHRND	1765
CHRNE	1943
CHRNG	3809
CHST1	3706
CHST10	2166
CHST11	4104
CHST12	2837
CHST13	1717
CHST14	3374
CHST15	3385
CHST2	3942
CHST3	6734
CHST4	1983
CHST5	1925
CHST6	6118
CHST7	2196
CHST8	1597
CHST9	4248
CHSY1	3763
CHTF18	1885
CHTF8	2502
CHTOP	1788
CHUK	3407
CHURC1	1209
CIAO1	3467
CIAO2A	610
CIAO2B	469
CIAO3	1722
CIAPIN1	1485
CIART	883
CIB1	929
CIB2	1300
CIB3	338
CIB4	456
CIC	3991
CIDEA	1025
CIDEB	1824
CIDEC	781
CIDECP1	883
CIITA	3275
CILP	5478
CILP2	3999
CINP	901
CIP2A	2373
CIPC	3654
CIR1	1559
CIRBP	859
CISD1	634
CISH	1914
CIT	3722
CITED1	577
CITED2	1338
CITED4	1110
CIZ1	1787
CKAP2	2453
CKAP2L	2864
CKAP4	2909
CKAP5	4467
CKB	1182
CKLF	377
CKM	1356
CKMT1B	1501
CKMT2	1136
CKS1B	585
CKS2	416
CLASP1	4740
CLASP2	3011
CLASRP	1539
CLBA1	2094
CLC	431
CLCA1	3014
CLCA2	3735
CLCA3P	2581
CLCA4	1648
CLCC1	2473
CLCF1	1471
CLCN1	2987
CLCN2	2443
CLCN3	3967
CLCN4	5892
CLCN5	7508
CLCN6	3679
CLCN7	2445
CLCNKA	1746
CLCNKB	1984
CLDN1	3246
CLDN10	2266
CLDN11	1782
CLDN12	2206
CLDN14	1031
CLDN15	1485
CLDN16	1306
CLDN17	1041
CLDN18	3155
CLDN19	1386
CLDN2	2719
CLDN20	1009
CLDN22	2381
CLDN23	1960
CLDN3	1074
CLDN4	1631
CLDN5	1231
CLDN6	1166
CLDN7	1065
CLDN8	1892
CLDN9	1383
CLDND1	1354
CLDND2	226
CLEC10A	1382
CLEC11A	1139
CLEC12A	995
CLEC14A	1894
CLEC16A	4131
CLEC1A	1321
CLEC1B	1214
CLEC2B	1326
CLEC2D	1946
CLEC2L	1156
CLEC3A	1209
CLEC3B	615
CLEC4A	989
CLEC4C	909
CLEC4E	792
CLEC4F	1812
CLEC4M	2789
CLEC5A	2681
CLEC6A	1446
CLEC7A	1284
CLECL1	540
CLGN	2535
CLHC1	643
CLIC1	1027
CLIC2	1666
CLIC3	605
CLIC4	3206
CLIC5	4446
CLIC6	3606
CLINT1	2468
CLIP1	4753
CLIP2	5302
CLIP3	3142
CLIP4	2587
CLK1	1543
CLK2	1806
CLK2P1	1094
CLK3	1163
CLK4	1462
CLMN	3541
CLMP	2869
CLN3	1529
CLN5	1987
CLN6	1848
CLN8	1479
CLNK	5302
CLNS1A	808
CLOCK	5838
CLP1	1624
CLPB	3482
CLPP	661
CLPS	283
CLPTM1	2247
CLPTM1L	1661
CLPX	1979
CLRN1	739
CLRN3	946
CLSPN	5810
CLSTN1	4124
CLSTN2	10209
CLSTN3	3097
CLTA	878
CLTB	946
CLTC	4678
CLTCL1	5307
CLTRN	1152
CLU	682
CLUAP1	1382
CLUH	4841
CLUL1	870
CLVS1	1509
CLVS2	6089
CLYBL	996
CMA1	737
CMAHP	1355
CMAS	1528
CMBL	2414
CMC1	545
CMC2	468
CMIP	3488
CMKLR1	3373
CMPK1	1923
CMPK2	2475
CMSS1	929
CMTM1	597
CMTM2	494
CMTM3	1617
CMTM4	937
CMTM5	963
CMTM6	3094
CMTM7	1209
CMTM8	967
CMTR1	3466
CMTR2	2805
CMYA5	12324
CNBD1	566
CNBD2	2004
CNBP	1410
CNDP1	1311
CNDP2	1671
CNFN	335
CNGA1	1005
CNGA2	2634
CNGA3	3051
CNGA4	1716
CNGB1	1666
CNGB3	4147
CNIH1	672
CNIH3	708
CNIH4	1225
CNKSR1	2160
CNKSR2	3685
CNKSR3	2973
CNMD	531
CNN1	1216
CNN2	1860
CNN3	1425
CNNM1	5502
CNNM2	4828
CNNM3	4383
CNNM4	4583
CNOT1	5513
CNOT10	2363
CNOT11	1685
CNOT2	1592
CNOT3	2096
CNOT4	2876
CNOT6	4092
CNOT6L	3280
CNOT7	1303
CNOT8	1753
CNOT9	2605
CNP	2221
CNPPD1	1816
CNPY2	517
CNPY3	1209
CNPY4	1214
CNR1	2331
CNR2	5065
CNRIP1	1593
CNST	3572
CNTD1	1091
CNTD2	1260
CNTF	1702
CNTFR	721
CNTLN	4815
CNTN1	2221
CNTN2	2772
CNTN3	4748
CNTN4	2947
CNTN5	3867
CNTN6	3614
CNTNAP1	4430
CNTNAP2	5876
CNTNAP3	2539
CNTNAP4	3508
CNTNAP5	5084
CNTRL	5285
CNTROB	2667
COA1	1164
COA3	581
COA4	611
COA7	2757
COA8	781
COASY	2060
COBL	3865
COBLL1	4134
COCH	1439
COG1	2647
COG2	2770
COG3	3465
COG4	2309
COG5	1974
COG6	2302
COG7	2610
COG8	2240
COIL	2434
COL10A1	841
COL11A1	4706
COL11A2	4432
COL12A1	10075
COL13A1	1575
COL14A1	4944
COL15A1	4926
COL16A1	2914
COL17A1	5412
COL18A1	4898
COL19A1	1372
COL1A1	4305
COL1A2	3863
COL20A1	2662
COL21A1	3115
COL22A1	1658
COL23A1	2129
COL25A1	2238
COL26A1	2772
COL27A1	4546
COL2A1	1704
COL3A1	4735
COL4A1	5645
COL4A2	5749
COL4A3	4103
COL4A4	5465
COL4A5	3970
COL4A6	4673
COL5A1	8253
COL5A2	5780
COL5A3	6007
COL6A1	4016
COL6A2	3176
COL6A3	7615
COL6A6	9381
COL7A1	9076
COL8A1	3477
COL8A2	4338
COL9A1	1886
COL9A2	2578
COL9A3	694
COLCA2	1100
COLEC10	2933
COLEC11	1116
COLEC12	4944
COLGALT1	2816
COLGALT2	4979
COLQ	2760
COMMD1	688
COMMD10	840
COMMD2	1463
COMMD3	730
COMMD4	645
COMMD5	1178
COMMD6	319
COMMD7	1260
COMMD8	1228
COMMD9	965
COMP	2252
COMT	796
COMTD1	597
COP1	2154
COPA	3370
COPB1	2852
COPB2	2541
COPE	859
COPG1	2853
COPG2	2933
COPRS	668
COPS2	1501
COPS3	1299
COPS4	1374
COPS5	1142
COPS6	1052
COPS7A	1602
COPS7B	1732
COPS8	1173
COPS9	229
COPZ1	1082
COPZ2	683
COQ10A	1279
COQ10B	1884
COQ2	1393
COQ3	1081
COQ4	914
COQ5	1232
COQ6	1068
COQ7	1506
COQ8A	2590
COQ8B	1328
COQ9	1388
CORIN	3170
CORO1A	1608
CORO1B	1620
CORO1C	2379
CORO2A	5256
CORO2B	3167
CORO6	624
CORO7	3203
CORT	930
COTL1	1595
COX10	2236
COX11	840
COX14	306
COX15	2332
COX16	731
COX17	465
COX19	3855
COX20	919
COX4I1	544
COX4I2	443
COX5A	384
COX5B	490
COX6A1	339
COX6A2	179
COX6B1	290
COX6B2	1196
COX6C	356
COX7A1	164
COX7A2	280
COX7A2L	1114
COX7B	457
COX7B2	347
COX7C	324
COX8A	298
CP	3243
CPA1	1103
CPA2	367
CPA3	1083
CPA4	2549
CPA5	1233
CPA6	553
CPAMD8	4438
CPB1	1573
CPB2	1524
CPD	5175
CPE	2016
CPEB1	1453
CPEB2	5263
CPEB3	6071
CPEB4	3420
CPED1	3551
CPLANE1	6750
CPLANE2	1138
CPLX1	1912
CPLX2	4397
CPM	2333
CPN1	1062
CPN2	2825
CPNE1	1118
CPNE2	2152
CPNE3	3035
CPNE4	2873
CPNE5	1551
CPNE6	1020
CPNE7	1202
CPNE8	2231
CPNE9	1842
CPO	1045
CPOX	2414
CPPED1	3049
CPQ	1474
CPS1	4816
CPSF1	3827
CPSF2	2427
CPSF3	2014
CPSF4	1448
CPSF6	1649
CPSF7	2447
CPT1A	3178
CPT1B	1283
CPT1C	2214
CPT2	2478
CPTP	1883
CPVL	1641
CPXCR1	1362
CPXM1	2176
CPXM2	3344
CPZ	2000
CR1	5369
CR1L	549
CR2	3895
CRABP1	538
CRABP2	776
CRACD	2984
CRACR2A	2514
CRADD	938
CRAMP1	5117
CRAT	2325
CRB1	3197
CRB3	726
CRBN	1425
CRCP	1855
CRCT1	518
CREB1	1941
