genes	453W	684C	CR3L	FLWA	FY2H	CYFZ	925L	9JD4	G4YW	4DUY	CZJE	36TS
ATP13A2	10.9860277	16.9268	8.596156609006	8.8847	5.700894	7.926535	15.404466	11.85338	13.546009	14.344096	9.905119	13.615954
SDHB	81.4342018	112.90378060213	116.04076	84.54589	103.856094	126.51024	106.423183517	109.121024	124.768441	95.969621	131.95591	115.11985593
PADI2	39.530298	11.994494	20.130534	17.735689	24.038487	7.2286619	8.46356	8.356367	16.0647335	21.571775	9.06876	17.709505
PADI4	152.85349	110.43324	127.5635	172.9557	187.2889	102.57005	151.85047	117.47741	32.9731	126.52102	122.95844	174.86187
PADI6	0	0.159936	0.107914	0.474139	0	1.58039	0	0.65654	0.0374823	0	0.314659	0.535711
RCC2	12.3209	20.0153	8.96314	25.0471	12.693962	12.1776	14.5446	18.5042	20.0306719	11.1912	12.5395	13.1141
ARHGEF10L	16.219732	23.5506700335491	17.729061	18.720196	30.4103439	21.1528800766028	30.912076	20.685557	20.907571	21.034459	14.56961624	24.31814011
KLHDC7A	0.194479	0	0	0	0	0	0	0.128669	0.214937	0.312788	0	0.303713
ALDH4A1	3.93675	3.048899	3.32305	1.61245	1.724783	4.5563000565014	5.199374	2.169350326477	3.69281	2.901105674	2.4912377	2.667983
IFFO2	1.26983	2.244093	0.3814367	1.68792	0.66058	0.955171	1.12251	2.034513	1.12258	1.718149	1.692877	1.068029
UBR4	39.505522	30.327631	43.544125	54.8722069	35.834988	37.868472	34.20688974	50.5761596	59.853476	30.3799916	45.087284	42.4472467
EMC1	36.421322	26.54089466	37.93047	22.506375	26.137806	25.457919	26.034192	22.605861	20.115427719598	26.1477	23.083332	24.088934
MRTO4	15.1546	22.251577	21.21819	9.989835	20.75118	18.880056	7.199605	12.09472	11.19863	6.409734	18.064819	10.373275
AKR7L	3.19183	1.489937	4.442653	4.271371	1.287862	6.186249	5.489012	0.0489777	2.810103	2.20465	2.374695	2.004128
AKR7A2	49.3509	63.7186	46.1903	44.89054	47.551	75.73166	52.98463	61.021364	64.593854	83.22465	64.558404	69.556367
PQLC2	9.725275	9.549526	8.066786	7.811681	10.22099	10.051541	6.911868	9.014773	12.239436	11.95153	7.18598	9.031284
CAPZB	511.59953	500.81489	425.17236	465.41986	572.06758	529.39426	445.657459	464.98513	528.08479	487.34683	537.355327	531.97819
MINOS1	58.44886	51.44195	43.394207	70.726225	44.19282	43.729692	40.1234323	76.527145	53.03647	39.941984	53.71923	39.9018970114457
TMCO4	12.5993146	19.121619	13.463532	15.86913	14.526579	12.17346	10.574936	14.585693	11.590079	19.673515	15.078023	8.406874
OTUD3	2.08204	0.626618	4.47008	3.24174	2.02563	2.15916	1.38522	3.53893	2.80037	1.866091	0.729756	2.12337
PLA2G2D	0.321349	1.245294	0.503352	0.258947	0.245764	0.151575	0.305385	0.204908	0.976723	0.22826	0.56696	0.219864
UBXN10	0.341611	0.389199	0.437297	1.04251	0.767059	0.539877	0.789981	0.651261	0.24343	0.328941	0.0142019	1.92544
CAMK2N1	1.70198	0.208396	0.168698	0.775727	0.662225	0.953354	0.306019	0.301576	0.618855	0.261615	0.647745	0.4258753
MUL1	37.478	35.5757	22.7596	23.0242	29.6607	29.8237	27.5507	24.0093	28.2397	24.5406	40.2326	30.6685
CDA	48.88065	43.60444	52.6282	51.10574	69.5194	38.89202	61.8909	38.90933	63.20787	41.55571	39.80316	51.40458
PINK1	4.59165	2.55836	6.54997	9.681155	5.23701	3.16209	8.889308	12.89271	7.179802	15.97536	3.615924	2.779759
PINK1-AS	3.12	3.20491	0.901385	1.78674	3.57281	1.41483	2.03365	0.981726	1.16704	1.48672	1.49245	1.40282
DDOST	332.00536	281.79534	262.01637	252.94473	302.90393	238.606513	207.59344	232.45659	249.23528	248.62699	258.699828	273.60221
KIF17	2.742124	1.864369	1.06657	0.108611	2.3184258	0	0.129007	0.200563	2.6735606	0.0698302	0.879986	0.476649
HP1BP3	109.03744	111.808035	129.774578	92.943334	103.449347	93.756756	118.349818	85.58088652	101.647169	110.059863	67.864767	83.026502
EIF4G3	18.948025	14.196311	24.5197399	30.6160940582	21.074423	13.9510212	31.626562	11.540408	19.7857055	11.7540579329	15.56762455	11.186342
ECE1	46.73913	33.3645825005347	38.940318	22.026347897	43.26154	30.388163	42.553363	40.133016	40.36464	52.1009230003268	35.467793159	42.336513
RP5-1071N3.1	1.23552	0.420322	2.65012	1.97889	1.12301	0.801103	1.55591	1.54571	1.08303	2.68781	2.08786	2.13755
NBPF3	11.517007	14.395790393916	9.447068	9.511927	13.179556	14.8287037	10.71499051517	11.41822539458	9.0573700144922	11.775596	7.21843	6.636342
ALPL	6.534433	6.53494116896	19.236495	3.551986	2.410242	2.432052	9.421091	2.221602	3.85629930948413	20.6885490021769	5.01367	2.8520741
USP48	74.922691	49.667062	98.040766	61.816775	46.90792	47.8468581	80.327778	69.936425	71.540885	80.7291456	48.350316	48.07192987392
LDLRAD2	0	0	0	0.0576986	0	0.168034	0.252218	0	0.00316612	0	0	0.1649781
HSPG2	0.6155905	0.9172714	0.2370454	1.7039204	0.8905251	0.6341619	0.5715273	0.3388842	1.0851231	0.8316231	1.2766141	0.3431168
RP11-26H16.1	0	0	0	0	0	0	0	0.63715	0.387953	0	0	0
LINC00339	20.687576	28.302939	28.022609	11.966397	8.32053	25.625423	11.70958677276	7.515155	15.147594	13.723948	18.51131	21.159443
CDC42	375.49844	372.6767	264.17077	301.59786	355.3449	307.78981	275.62772	289.93344	276.14059	310.681800010187	407.19364	320.92311
CDC42-IT1	8.38633	2.98875	4.09373	2.28519	2.60934	5.18997	4.81169	2.18941	1.40623	0.818872	3.20216	2.85892
ZBTB40	9.247379	10.08905679	11.019068664	9.12676	5.9515171132375	6.054146	12.22298	10.869696	7.12153909	15.22776175539	10.9398000087974	9.69608
C1QA	11.03576	9.28468	19.16064	2.85939	24.32513	15.736507	6.12255	3.27614	7.48744	8.277218	1.918682	25.8356
C1QC	2.22042	1.11366	1.00384	0.298174	4.37792	0.675418	0.564186	0.676454	1.91054	0.944539	1.61744	3.37105
C1QB	5.111639	6.4884	10.216082	0.943768	13.5519	7.51914	1.39822475172	0.484414	4.97437	2.97891	2.222609	16.838714
EPHB2	0.505308	0.3296052	0.546005	0.750178	1.5049053	0.1475415	0.5613426	1.972168	0.6941589	0.6015959	1.09830968	0.6797639
KDM1A	16.068042578	12.96821	15.420290183	24.10964	10.309378	13.04945	16.138207	16.82688	16.53474	15.34229	9.75255	11.65329
LUZP1	10.3092236	8.46201	21.7752675	7.38619	12.1204224	13.61519	16.76358	16.2139	14.1660692	11.13031	17.9805673	11.7548868
LINC01355	0.134354	0.282698	1.04075	0.0165245	1.37245	0.656955	2.28056	1.38108	2.258891	4.39903	0.0437098	0.0479496
HNRNPR	168.027958	164.66138	141.13609	151.208816	144.725363	153.50946	124.851168	136.651	125.783354	145.54026	136.107089	111.963571
ZNF436	1.3343600861001	1.7008	4.37532	1.22631	7.30961	2.65074	5.25814	5.35667	6.910747	9.40528	1.045511	1.626676
ZNF436-AS1	0	0	3.2175461	0	0.1132181	0.972003	5.817468	1.39809	2.72134162	3.39881071701	0.0982397	0.5274942
TCEA3	10.92406	13.612753	9.421458	4.50324	7.082393	9.359644	5.287782	7.75813	8.41742	9.003537	9.21499	4.36264
ASAP3	6.495163	4.72046	4.03026	4.01001	1.70419	4.370535939	6.49346	5.4300174	2.0848289	3.04319	2.84003	2.510372
E2F2	3.56293	4.286619	2.49063	1.8228	3.75905	2.97042	4.14132	4.07972	2.42352	4.343835	0.801999	2.30684
ID3	4.915391	9.769093	16.36663	5.049674	4.147423	6.205327	14.93373	9.97928	11.23581	10.66078	12.95806	7.91963
MDS2	21.66782	40.16385	26.993763	18.64341	19.78034	35.43046	26.20709	25.99891	15.33257	36.8243	15.683386	9.767487
RPL11	312.5377	245.2701	313.325955	478.21172	225.324993	443.8612	625.14806	729.450051	636.577849	521.573351	422.9149	560.8214
ELOA	40.184152	39.9504	40.403371	36.504184	43.3188	36.78538	20.695765	24.420673	33.99707	30.8834	28.146881	20.03531
ELOA-AS1	3.02951	3.10849	9.48216	2.786226	3.52851	2.87061	3.29599	4.83048	4.64289	6.22796	7.80198	3.692605
PITHD1	64.894879	63.3495	58.60586	51.17641	52.20424	54.905111	45.099001	69.4022	48.33749	50.65905	43.3382	50.38432
LYPLA2	132.18009	77.442993	90.9298912486	102.95329067	94.16752	77.811261	85.38281	72.731418	84.226925814	72.5704070104	70.560805	66.04567
GALE	10.225798	13.187817	11.764564483288	17.805125	15.287675	21.199648	15.33664327	13.538853	18.7683706	18.510092	10.91981712492	9.7984438
HMGCL	44.756624	57.483503	29.423068	39.136456	29.208534	45.247712	40.598790284	45.26395	45.879245	43.723945	33.65758	25.008991
FUCA1	61.5867	34.7459	21.3599	59.2349	77.4771	36.5847	24.8329	40.6891	61.3748	43.205	24.8683	28.1387
CNR2	2.80072	9.86126	4.82425	8.20729	4.22733	5.09053	7.83122	4.0288	4.53509	4.53172	5.67385	3.30316
BTBD6P1	0	0	0	0.164774	0	0	0.345718	0.228287	0.651766	0.424741	0.072808	0
PNRC2	266.12835	260.199961	177.93771	226.77842	194.170966	238.43928	171.784222	181.006773	177.940236	172.878433	228.074904	182.76741
SRSF10	162.053954	160.535098	132.85122	130.89423	157.0786	134.577878	113.76306	155.319641	130.58029	125.21065	113.6532	117.096521
IFNLR1	4.059893	4.806177	4.49128	1.9136284	1.24742	3.521033	2.3533066	3.52411	2.380546	2.880437	3.366898	1.09589
STPG1	2.800351	3.263211	3.095798	3.435225	2.319074	4.27542	1.879295	3.561564	5.562915	2.476068	4.869211	3.453877
NIPAL3	36.509321	33.358075	38.552066	27.218959	31.79092	46.471625	31.148312	36.442728	21.09314	31.730059	36.420038	19.881775
RCAN3	23.881311	36.247014	24.391689	29.156037	18.092558	26.080026	20.218521	31.118963	24.151063	28.323586	23.307893	16.344908
RP4-594I10.3	10.9055	24.1049	4.81778	9.26545	6.54715	9.08044	4.53117	3.01269	0.0869399	1.5627	1.35674	2.15131
SRRM1	106.6884723	128.6987511	116.868530011851	84.728809236462	103.494364	70.8328190452966	90.957788	73.164897	82.889065	79.95516	127.20907	86.552552
CLIC4	18.473045	25.69358062	25.659558	22.0774	29.9431	24.2899065	34.430648	15.8818	22.54006	26.547056	20.5963	24.077183
RUNX3	33.495033	21.370681	28.38594	41.62361	17.870105	21.514346	15.942296	25.365522	29.266082	17.116015	27.105833	29.966779
SYF2	103.43541	81.65626	79.74109	81.11834	89.25755	84.4487689	65.98523	70.39161	67.93572	44.72783	89.18259	67.45564
RSRP1	253.831867	269.382646005379	267.6765447498	277.03843162	256.082821	263.75512	247.1161015	247.7788836937	250.202065	261.03620000995	232.1971959418	204.042413
RP3-465N24.5	0	13.0161	7.3069	9.09198	4.53233	6.53673	12.8726	14.4174	5.04031	6.7159	4.47976	2.5542
RHD	1.59284	5.8565165	7.158195	6.823663	11.538746	8.14892	13.09628	11.642836	7.0523724	11.42764	7.950679	3.641338
RP11-335G20.7	6.78748	13.1139	19.5567	11.2637	23.6619	18.9097	7.16419	9.10546	5.11177	10.0015	10.7481	16.2618
TMEM50A	143.65931	162.742675	149.65207	159.28671	178.08905	169.66997	142.538272	123.57081	138.19065	119.60225	181.01843	128.48438
TMEM57	4.184728	2.620431	2.136901	3.599594	1.55991	1.46624	2.162181	4.5158	4.451958	3.69219	3.61768	2.74701009
LDLRAP1	88.86228	111.628351	79.66355	112.95367	57.0506	79.27609	94.45292	138.348236	117.02168	164.56912	71.593937	64.7511
MAN1C1	3.4184731	6.6053460159795	6.0023888	5.00044700439317	2.015338	2.84595881022	2.3735423	5.526278	3.26905534020719	3.886817	4.4865785	2.62134180136222
RP1-187B23.1	0.175912	1.9459	1.17333	0.130202	0.658741	0.917614	0.832271	0.570329	0.826953	0.397506	1.83267	0.820661
SELENON	2.14547116	2.596482088329	1.503314	3.496378	2.155418	2.752027	1.826202	1.854504	2.991647	1.213029	3.65601	2.182854
RP1-317E23.3	0.668346	1.00254	0.5639238	0.473555	0	0.923633	0.488521	0.709314	1.328053	1.626129	0.745029	0.295168
MTFR1L	71.245491	78.712994	71.61181	75.4113554	63.46099820006	52.493599	51.334692	57.53421401245	67.464982	76.35297	57.096242	58.851806
PAQR7	1.95233	1.98794	3.63093	2.82732	3.03172	3.10245	2.7005	3.35549	3.33962	2.02245	2.70317	2.70373
STMN1	30.5636027055	54.944231	33.284922	17.1137647512	27.4856430034482	39.679447	22.160127	39.224206	35.276632	60.111658	43.799534	28.146277
PAFAH2	34.30562	26.239122	14.6989	18.33125	13.36397	22.76646	16.8927	20.897237	19.132519	17.517059	13.083027	13.008317
SLC30A2	0.475234	0.791047	0.805538	0.315458	0.592734	0.42002	1.44429	0.334584	0.378238	0.560218	0.349144	0.397144
PDIK1L	7.434857	5.957581	4.80246	9.11427	2.572618	5.55322	11.82676	5.817482	7.78928	10.52073	6.71052	4.3215940211693
ZNF593	5.34725	5.71222	4.2582	5.71138	5.44633	5.65033	4.534	5.2964	9.604361	3.188	3.41221	8.76326
CNKSR1	2.729136	1.1286977	1.491973	0.66497450277799	2.423617	1.3228410127815	1.5414750162227	0.9478983	1.895815150161	2.639771	1.2983391415	5.488075
CEP85	19.6151	19.92227	8.51498035	11.677106	19.148632	12.605498	13.647876	15.080432	14.500391	14.120899	13.0222004203	10.0235697
SH3BGRL3	469.571	551.905	669.457	627.136	701.136	689.365	734.617	674.515	703.086	507.056	594.609	643.392
UBXN11	202.49751	147.4663394461	145.275262	190.943242	169.011306	129.025476004767	150.024456	139.684711	143.2011762771	165.7989	126.557475	133.172853
CD52	440.894	412.8526	212.4656	1018.51483	473.3659	427.3824	380.5296	354.803	391.924	300.812	291.2439	235.4306
AIM1L	18.152581	4.003333	5.834673	3.9159276	4.750595	4.40687953	3.425036	3.682107	3.484203	4.529193	7.125067	11.628435
ZNF683	84.74934	87.160953	9.582728	5.398889	111.920083001602	96.957055	27.377765	28.32822	12.820437	29.51453283571	19.9016330012198	35.009599
DHDDS	33.786195	38.878752	20.0554310634411	24.608384	35.033661	22.508009	18.783864	21.321878	13.1472437924	25.6367304	25.212727	20.033485
HMGN2	580.85381	864.31012	498.594877634	495.37231	664.948449	551.97192	425.490401	509.969609	518.740883	650.81879	711.885643	573.4251111011
RPS6KA1	126.43626	138.281745	129.322774	114.391637	149.26413224	122.57278	155.473492	147.591483	139.167646	182.093529	127.6718101497	117.920693
ARID1A	50.910139	50.329843	47.790523	52.5737000442	29.886152	36.388702	41.470331	47.987263	50.2382777	30.296976	44.46074	37.8387833
PIGV	17.682833	13.33441	11.582796	11.51194	6.169869	19.084618	11.805093	15.560162	19.283288	14.789315	8.71026061	6.32176
ZDHHC18	14.05872	6.40240473	19.71252	11.85619	3.52538	10.43382	4.013445	7.12188	6.315018	13.250914	8.165971	10.917188
GPN2	24.37446	33.57038	25.13508	7.58544	31.53363	14.93913	19.65833	24.4922	20.91349	35.79853	28.18286	25.65114
GPATCH3	29.12028	27.56835	19.4051	22.05614	20.91168	18.529278	15.72957	13.43375	16.59821	21.54064	23.21928	22.18846
NUDC	87.090532	94.496572	68.124853	76.507873	88.177077	81.69708	58.844932	54.3546	62.456278	62.17791	94.09761	59.09856
KDF1	1.33277	2.54869	0.41151	0.722123	0.167051	1.33092	3.15538	3.9469026	0.882513	2.04066	1.06478	0.742089
SLC9A1	8.06432604	6.866098	4.343897	5.406891	3.148707	4.047135	6.232103	5.68057	5.355647	4.879083	4.813536	4.427487
WDTC1	10.33012	4.257782	5.09009	7.42013	5.587172517	5.58853	4.132283	7.907331	7.005821	3.768842	9.43883	5.821763
TMEM222	47.0471898723	62.977977	37.90918531	40.03243488209	30.6655770971	45.4978819098	49.66479507072	44.81679458271	51.2617898673	50.4455609307	43.73973620691	46.170328744
ACTG1P20	15.5324	17.4528	26.5252	6.79432	10.4753	10.1127	10.8516	5.58367	11.1019	7.92723	7.1874	10.702
SYTL1	133.61827	93.505763	85.078756	118.28952	76.78846	137.66874	137.678777	112.52573	117.184565	129.72578	106.18905	104.98676
MAP3K6	16.046149	23.842968	10.470006	10.397687	4.9946274	2.423276	10.261879	10.025776	7.468444	4.17744443354	7.965373	4.7004652
WASF2	132.3306	117.7579	126.1374	80.3605021	131.2831	120.844	92.4243	76.7199	66.0536	90.8189	123.0584	93.2147
AHDC1	0.41071	0.446463	0.210435000533739	0.715782000744261	0.2557097	2.082649	1.5789936	1.747162	1.850784	0.392132	0.244407	1.38071
FGR	573.2108	415.9984	368.07977	508.66001	552.55427	455.49412	469.35561	463.521698	595.58689	542.7883	392.327222	575.856046
IFI6	44.57526	58.0775	52.53686	54.25731	115.9337	50.3502	22.19158	81.19098	120.2089	35.193	52.49454	44.94221
FAM76A	29.094821	33.404624	25.283028	24.7861870326247	34.467668	22.63493	22.961339	18.926649	20.38546	19.366218	26.108099	14.353803
STX12	33.83165	33.108755	40.762414	31.385696	49.558434	43.56721	46.37843	41.603699	48.35248	48.45339	51.797262	34.854212
PPP1R8	20.5198658	19.940026	13.487138	22.31465	13.30773515826	23.0988	12.68536	19.814173	20.279274	21.37411	13.68466	11.26064
THEMIS2	248.085678	225.34187	233.666724	229.650124	292.595838	197.44221	183.959223	222.804575	191.071986	184.717389	203.238697	252.541660039579
RPA2	157.18147	137.69452	77.462344	133.034967	118.94575	106.630508	101.081469	111.58916	110.51363	124.655000002464	118.16429	89.71512
SMPDL3B	0.5086692	0.7208197	0.169381	1.415959	2.35855361125	0.0652115	1.190731	0	0.144655	0.318662	0.38325	1.19961
XKR8	25.6946	14.8868	18.45137	25.2665	25.07852	15.7188	21.50367	18.880945	18.6932	17.1393	14.6709	17.01509
EYA3	14.1955048	13.16485	12.44238761	11.88732986257	13.73186	9.855537931	14.346381	13.1525710033221	13.04139	14.9487067	17.5955500717721	16.832519
SPCS2P4	7.66225	1.73461	0	0	0.0251842	0	0.45372	8.06146	14.0229	0	10.7703	0
PTAFR	180.5073	183.2536	135.20026	168.7361	224.50437	116.05791	106.9262	125.99118	127.45267	125.08069	174.03882	154.26256
DNAJC8	186.5232	161.79905	119.37301	168.705976	166.301765	142.055303	107.846732	115.19951	133.190654	122.159205	153.77664	125.207242
ATPIF1	60.12901	73.1538	82.593756	81.185647	40.827112	64.6835	60.54592	75.6195	84.66868	83.00869	54.72296	57.05114
RP5-1092A3.4	3.90933	4.96141	1.20828	3.61967	2.79761	3.2175	4.84628	4.38288	3.57573	1.64539	3.03029	2.1693
SESN2	14.014	14.5648	15.5858	7.86392	8.35353	9.33676	9.71841	12.1625	9.24926	11.9976	12.229	10.367
MED18	6.1568667629	5.34271	3.28656	10.7781400166764	5.796768	13.443864	10.43858	7.02642	12.367479	20.993357	4.590866	2.760824
PHACTR4	30.7512540194473	24.829386	26.10404425	13.3341584272	21.990456	25.595929	24.0258	24.190333	25.863969	20.658623	26.949561	26.305782
RCC1	12.619892	15.056326	15.056269	17.481479	8.11049215047	8.658407	12.805635	13.978834	17.891743	22.3208033	10.764664	11.80242841479
SNHG3	34.57066	23.65353	36.59294	26.43786	33.41176	26.22254	22.89013	34.5223	26.42989	18.3278	43.8345	52.09939
SNORA73B	19.0821	17.8344	6.59875	34.7726	35.4735	14.9614	23.0012	33.0008	19.1136	12.3097	65.5576	45.1918
RP4-669K10.8	2.79811	2.88017	2.69568	0.96298	1.63497	1.96514	2.2986	0.88016	1.29907	1.6443	0.945376	1.10085
TRNAU1AP	23.737106	25.911657	31.043799	25.00877	23.20573	25.84817	33.673831	36.80115	38.811185	31.55435	23.528326	29.161391
SNHG12	29.4885112	23.308903	28.702144	28.172469	21.50354523	27.056977	33.83878	36.423256	32.35076	30.299235	31.863736	24.934524
SNORD99	28.8159	94.1429	84.9814	61.9771	72.9411	26.1237	45.1741	26.876	40.838	31.5715	96.5589	37.2824
TAF12	49.10893	59.652356	51.93152	42.365557	52.822968	71.60557	48.33235	37.896073	34.83289	36.954307	52.701921	40.38775
GMEB1	9.96446	14.9918450615	14.00826	9.529777	7.242429	13.059698	13.92298	19.85221	18.62357	21.51585	19.24237	18.834400545509
YTHDF2	157.5986	139.19084	145.84759	148.343508	124.1585	132.27163	119.1795	103.79065	121.20387	118.48388	149.39218	107.65415
OPRD1	0.846592	0.315909	0.317374	0.349669	0.323705	0.218774	0.49539	0.361175	0.155242	0.200146	0.24762	0.360167
EPB41	52.003084235203	38.253471678	66.38751996341	38.8666070591966	53.35291049223	53.7875186813709	47.0519240017013	45.5611519109326	33.2484310178976	50.206642172756	37.26872254046	35.02583884612
SRSF4	88.60003	81.064672	64.282665	88.08846	64.666077	70.56119	70.42058	66.836597	77.100589	81.91676	65.8403	53.34151
MECR	23.945691	32.272157	23.199115	30.08869	14.133837	13.087438	17.727236514879	16.857219	15.743171	15.692759	22.6029840102782	16.374969
MATN1	0.0261925	1.072097	0.264108	0.121269	0.233841	0.165986	0.289996	0.273717	1.130115	0.524465	2.064544	0.0467379
MATN1-AS1	4.545071	6.388968	3.766356	4.848383	4.850885	6.834918	4.17441	6.69725	4.097227	4.686403	5.045731	3.646442
LAPTM5	1442.7255	1357.44819	1467.6338	1329.6492	1372.32211	1137.38681	1268.65862	1099.30259	1148.246932	1273.64577	1673.9754	1559.4122
SDC3	0.520897	0.320581	0.262049	0.582597	0.268824	0.438769	0.465153	0.192478	0.488046	0.124751	0.467837	0.915371
PUM1	100.912112	65.0230530785472	94.250038	53.295358	89.886081	63.161773	63.594231	66.313188	58.965264	74.539265	86.134479	71.6667000054311
SNRNP40	116.85994	132.1686	65.998307	101.836657	103.89176	80.88712	60.8998786	82.156228	75.17903	77.14194	87.97729	45.45283
RP11-490K7.4	11.8329	11.057	14.5306	14.0327	6.9259	7.64095	10.9569	7.02756	4.17195	4.73431	5.97128	4.66189
ZCCHC17	49.066464	48.21863	37.13809	57.95092442396	48.380118	38.945404	26.8959800343104	34.82557	28.684438	32.27101	31.635	23.48437
SERINC2	4.9129	2.64658	2.51409	1.991413	10.647782	1.495781	1.415981	3.898123	3.863412	1.374129	3.969298	3.1927932
LINC01225	1.207213	0.466984	1.33646	0.138813	0	0	0.5973334	1.1296077	0	0	0	0.3349398
LINC01226	11.945139	8.755468	18.24971	7.065007	7.837565	13.245321	8.923479	15.630666	3.612381	3.820994	7.754329	9.550567
PEF1	103.58702	103.89667	96.14437	89.86841	89.20719245752	95.67913	77.359683	99.886951	86.40886	85.528811	91.318648	101.0473
ADGRB2	0.56389865191	0	0	0.411278	0.175452	0.484205	0.241080062	0.689882	0.84945034	0.960999	0.8032079	0.895179
SPOCD1	2.1578837	2.02504	4.835339	6.669613	3.320889	8.4911307	4.692545	9.907866	1.8303644	3.24423900537859	7.449583	1.106998
RP11-84A19.2	1.14424	0.758702	1.06312	0.726384	1.22862	0.71623	0.863613	0.790423	0.594565	0.300876	0.5898	0.579654
PTP4A2	282.73628	241.13125	345.773507019943	262.07692419	270.954835	297.788292977	302.41448885	321.51751377	372.385844	319.050277764515	308.67175062957	357.536808619421
KHDRBS1	24.941749	22.45924	17.31695	43.39481	20.36667	24.515412	31.39432	34.62291	44.54288	45.665102	35.231839	33.152714
RP11-277A4.4	6.54295	2.79577	5.12917	1.63924	1.04853	3.68493	5.18041	2.1856	3.48186	0.799089	2.15048	2.47606
TMEM39B	34.739372	30.585983	22.53449	25.72763	25.19198	26.73517	26.793908	31.477216	21.193907	26.581391	24.924723	26.53351
