gene	LAU125	LAU1255	LAU1314	LAU355
AC005803.1	0.02	0.06	0.12	0.1
AC005808.3	0	0.08	0	0.07
AC005822.1	0.12	0.04	0.04	0.04
AC005826.1	0	0	0	0
AC005829.1	0.49	0	0.89	0.48
AC005831.1	0.19	0.11	0.23	0.03
AC005837.1	0.47	10.11	1.77	7.24
AC005838.1	0	0	0	0
AC005838.2	0.23	0.51	0.17	0
AC005841.1	0.11	0.03	0.06	0.12
AC005863.1	0	0.01	0.01	0
AC005863.2	0	0	0	0
AC005866.1	0	0	0	0.05
AC005879.1	0	0	0	0
AC005895.3	0	0	0	0
AC005899.1	0.02	0.06	0.09	0.15
AC005908.1	0	0	0	0
AC005915.1	1.67	0.82	2.21	1.9
AC005926.1	0	0	0	0
AC005940.1	0	0.02	0.04	0.13
AC005945.1	0.01	0.02	0.05	0.13
AC005946.1	0.02	0.03	0.14	0.14
AC005971.2	1.09	0.59	1.99	2
AC005971.3	1.95	0.7	3.18	2.01
AC006000.5	0	0	0	0.08
AC006001.2	0	0	0	0
AC006002.1	17.45	16.23	23.6	26.29
AC006003.3	0	0	0	0
AC006004.1	0	0	0	0
AC006007.1	0	0	0	0
AC006011.4	3.56	7.63	15.27	10.48
AC006013.1	0	0	0	0
AC006014.1	0	0.13	0.1	0.08
AC006014.10	0.2	0	0.2	0.22
AC006014.5	1.11	0.56	0.12	1.21
AC006014.7	0	0	0	0.2
AC006014.8	0	0	0	0.19
AC006017.1	0	0	0	0
AC006019.3	0.01	0.01	0.12	0.03
AC006019.4	0.01	0	0	0.01
AC006021.1	0	0	0	0
AC006022.4	0	0	0	0
AC006026.1	0	0	0	0
AC006026.12	0	0	0	0
AC006026.13	0	0	0	0
AC006026.9	0	0	0.11	0.01
AC006027.2	2.37	4.38	3.6	7.02
AC006028.10	0.05	0.05	0.05	0
AC006028.11	0	0	0	0
AC006028.9	0.09	0.09	0.25	0.32
AC006032.1	0	0	0	0
AC006033.13	0	0.3	0.57	0.32
AC006033.22	0	0	0	0
AC006035.1	1.77	0.14	0.08	0.08
AC006037.2	0	0	0	0
AC006038.4	0	0	0	0
AC006040.1	0	0	0	0
AC006041.1	0	0	0	0
AC006042.6	0	0.15	0.74	0.5
AC006042.7	0	0	0.05	0.04
AC006042.8	0.37	0.47	0.76	0.48
AC006050.2	0	0	0.12	0
AC006057.1	0.16	0.13	0.08	0.19
AC006057.2	0.18	0.03	0.17	0.04
AC006062.1	0	0	0	0
AC006065.1	0	0	0	0
AC006065.2	0	0	0	0
AC006070.12	0	0	0	0
AC006076.1	0	0	0	0
AC006111.1	0	0.16	0	0
AC006111.2	0	0	0	0
AC006115.1	0.12	0.04	0.05	0.01
AC006116.1	0.47	0.94	1.61	2.36
AC006125.1	0.04	0.04	0.04	0.09
AC006128.1	0.02	0	0.02	0.1
AC006132.2	0.03	0.05	0.37	0.1
AC006133.3	0	0	0	0
AC006144.1	1.12	0.26	0	0
AC006145.4	0.08	0.14	0.11	0.03
AC006146.1	0	0	0.88	0
AC006150.1	0	0	0	0
AC006150.2	0	0	0	0
AC006153.3	0.05	0	0	0
AC006156.3	0	0	0	0
AC006156.4	0	0	0	0
AC006156.5	0	0	0	0
AC006156.6	0	0	0	0
AC006157.2	0.57	0	0.25	0
AC006159.4	0.9	0.04	0	0
AC006159.5	0	0	0	0
AC006160.1	4.84	1.81	5.13	2.91
AC006160.5	0.14	0.16	0.14	0.18
AC006160.8	0.54	0	0	0
AC006195.2	0	0	0	0
AC006196.1	0	0.01	0	0
AC006205.1	0	0	0	0
AC006213.1	0.88	0.45	0.48	0.36
AC006213.2	1.02	0.68	1.3	1.7
AC006227.1	0.06	0	0	0
AC006230.4	0	0	0	0
AC006262.2	0	0	0	0
AC006277.2	0.4	0.11	0.42	0.1
AC006288.1	0	0	0	0.03
AC006296.1	0	0	0	0
AC006296.2	0	0	0	0
AC006315.1	0	0	0	0
AC006322.1	0	0	0	0
AC006323.1	0	0	0	0
AC006326.3	0	0	0	0
AC006326.5	0	0	0	0
AC006328.1	0	0	0	0
AC006328.9	0	0	0	0
AC006335.10	0	0	0	0
AC006335.11	0	0	0	0
AC006335.12	0	0	0	0
AC006335.2	0	0	0	0
AC006335.6	0	0	0	0
AC006335.7	0	0	0	0
AC006355.3	0.07	0	0	0
AC006357.1	0.17	0.06	0	0.5
AC006366.3	0	0	0	0
AC006367.1	0.06	1.17	0.02	0
AC006368.1	159.77	438.72	883.01	2207.219
AC006369.2	0.27	0.94	0.35	0.74
AC006369.3	0	0	0	0
AC006370.2	0	0	0.21	0
AC006371.1	0	0	0	0
AC006372.1	0	0	0.05	0
AC006372.2	0	0	0	0
AC006372.4	0	0	0.01	0
AC006372.5	0	0	0.05	0.09
AC006372.6	0	0	0	0
AC006373.1	0	0	0	0
AC006377.1	0	0	0	0
AC006378.2	0.15	0	0.15	0.31
AC006378.3	0.01	0	0.33	0.23
AC006380.1	0	0	0	0
AC006380.3	0	0	0	0
AC006390.4	0	0	0	0
AC006427.1	1.29	0.36	1.08	1.04
AC006427.2	0	0	0	0
AC006435.1	0.47	0.23	0.57	0.33
AC006443.1	0.06	0.01	0.02	0.01
AC006445.1	0	0	0	0
AC006445.6	0	0.07	0.07	0
AC006445.7	0	0	0	0.16
AC006452.1	0	0	0	0
AC006455.2	0	0	0	0
AC006458.3	0	0	0	0
AC006460.2	0.03	0.97	0	0.11
AC006461.2	0	0	0	0
AC006466.1	0.15	0.12	0.35	0.38
AC006466.5	0	0	0	0
AC006480.1	1.2	0.75	0.92	0.93
AC006482.1	0	0	0	0
AC006483.5	0	0	0	0
AC006483.8	0.08	0	0.31	0.5
AC006486.1	0.12	0.04	0.07	0.13
AC006487.1	0	0	0	0
AC006499.1	0.02	0	0	0.11
AC006499.2	0	0	0	0
AC006499.3	0	0	0	0
AC006499.4	0	0	0	0
AC006499.5	0	0	0	0
AC006499.6	0	0	0	0
AC006499.7	0	0	0	0
AC006504.1	1.95	0.93	1.56	1.29
AC006504.2	1.68	1.5	1.21	0.64
AC006504.3	2.71	2.41	0.98	0.83
AC006509.4	0	0	0.23	0
AC006509.6	0	0.1	4.29	1.73
AC006509.7	0.25	0.02	0.3	0
AC006517.1	0	0	0	0
AC006534.1	0	0	0	0
AC006538.1	0.57	0.95	1.43	0.98
AC006539.2	0	0	0.17	0
AC006547.1	0	0	0	0
AC006547.13	0.22	0.95	1.04	0.95
AC006547.14	0.04	0.04	0	0.04
AC006547.8	0	0	0	0.11
AC006548.19	0	0	11.1	0
AC006552.1	0.02	0	0.07	0.15
AC006557.1	0	0	0	0
AC006559.1	0	0	0	0
AC006559.2	0	0	0	0
AC006926.1	0	0	0	0
AC006927.1	0	0	0	0
AC006927.2	0	0	0	0
AC006927.3	0	0	0	0
AC006927.4	0	0	0	0
AC006946.12	0	0.09	0.2	0.85
AC006946.15	0.04	0.08	0.03	0
AC006947.1	0	0	0	0
AC006960.5	0	0	0	0
AC006960.7	0	0	0	0
AC006978.6	2.38	2.76	7.47	8.89
AC006987.4	0	0	0	0
AC006987.5	0	0	0	0
AC006987.6	0	0	0	0
AC006988.1	0	0	0	0
AC006989.2	0	0	0	0
AC006994.1	0.03	0	0.06	0.03
AC006994.2	0	0	0	0
AC006995.1	0.15	4.36	31.71	29.36
AC006995.8	1.8	1.24	3.58	3.76
AC006999.1	0	0	0	0
AC007000.10	0.63	0	0.12	0.05
AC007000.11	1.28	0.61	3.89	0.45
AC007001.1	0	0.08	0	0
AC007001.3	0	0.05	0.38	0.4
AC007003.1	0	0	0	0
AC007006.1	0	0	0	0
AC007009.1	0	0.45	0	0
AC007016.3	0	0.15	0	0
AC007036.4	0	0	0	0
AC007036.5	0.06	0.09	0	0
AC007036.6	0.04	0.11	0.27	0.54
AC007038.7	0.31	0.12	0.27	0.46
AC007040.6	0	0	0	0
AC007040.8	0	0.5	0.14	0
AC007041.1	0	0	0	0
AC007041.2	0	0.02	0.02	0.16
AC007050.17	0	0	0	0
AC007050.18	0	0	0	0
AC007056.1	0	0	0	0
AC007064.22	0	0	0	0
AC007064.24	0	0	0.17	0
AC007064.25	0	0	0	0
AC007064.28	0	0	0	0
AC007066.1	0.2	0.21	0.44	0.51
AC007078.4	0	0	0	0
AC007091.1	0	0	0	0
AC007096.1	0	0	0	0
AC007098.1	4.32	0	0.98	0
AC007099.1	0.36	0.21	0.55	0.59
AC007099.2	0	0	0	0
AC007106.1	0.13	0	0	0
AC007126.1	1.23	0.64	1.22	1.26
AC007128.1	0	0.36	0.05	0
AC007130.1	0	0	0	0
AC007130.2	0.06	0	0.06	0
AC007131.1	0	0	0	0.02
AC007131.2	0	0	0	0
AC007131.3	0	0	0	0
AC007161.5	0.04	0.12	0.04	0
AC007163.10	0	0	0	0
AC007163.11	0	0	0	0
AC007163.3	0.02	0	0.05	0.01
AC007163.6	0	0.03	0	0
AC007163.8	0.43	0.07	0	0
AC007163.9	0	0	0.03	0
AC007179.1	0	0	0	0
AC007179.2	0	0	0	0
AC007182.6	0	0.03	0	0.01
AC007193.1	0.3	0	0	0.02
AC007216.1	2.6	0	1.07	1.51
AC007225.1	0	0	0	0
AC007228.1	0.25	0.1	0.03	0.06
AC007237.2	0	0.11	0	0
AC007238.1	0	0.02	0	0
AC007239.1	0	0	0	0
AC007241.1	0	0	0	0
AC007241.2	0	0	0	0
AC007241.3	0	0	0	0
AC007242.1	0	0	0	0
AC007244.1	0	0	0	0
AC007245.3	0.65	1.37	3.56	3.63
AC007246.3	6.27	5.49	1.8	1.8
AC007248.7	0	0	0	0
AC007249.3	0	0	0.37	0.08
AC007250.4	1.07	0.52	0.53	0.74
AC007251.2	0	0	0	0
AC007253.1	0	0	0.03	0
AC007255.8	0.17	0.03	0	0
AC007256.5	0.25	2.32	0.59	0.26
AC007271.3	0	0	0	0
AC007272.1	0	0	0	0
AC007272.2	0	0	0	0
AC007272.3	0	0	0	0
AC007274.2	0	0	0	0
AC007274.5	0	0	0	0
AC007276.1	1.27	0.26	0	0.08
AC007276.3	0.91	0.06	0.18	0
AC007276.4	0	0	0	0
AC007276.6	0	0	0	0
AC007276.7	9.44	2.5	0.57	0.55
AC007277.3	0	0	0	0.14
AC007278.2	0	0	0.08	0.05
AC007278.3	0	0.26	0.29	0.05
AC007279.2	0.03	0.06	0	0.08
AC007282.1	0	0	0	0
AC007282.2	0	0	0	0
AC007282.3	0	0	0	0
AC007282.6	0.68	0.55	0	0
AC007283.1	0	0	0	0
AC007283.2	0	0	0	0
AC007283.3	0	0	0	0
AC007283.4	0	0	0	0
AC007283.5	4.62	10.63	14.95	11.82
AC007284.1	0	0	0	0
AC007285.1	0	0	0	0
AC007285.6	0.22	0.05	0.26	0.1
AC007285.7	0.11	0.05	0.43	0.14
AC007308.6	0.16	0.1	0.19	0.28
AC007312.3	0	0	0.14	0
AC007314.1	0.17	0.2	0.35	0.45
AC007317.1	0	0	0	0
AC007318.5	0	0	0.12	0
AC007319.1	1.48	0.28	0.63	0.06
AC007320.3	0	0	0	0
AC007322.1	0	0	0	0
AC007322.3	0	0	0	0
AC007322.5	0	0	0	0
AC007322.7	0	0	0	0
AC007327.5	0	0	0	0
AC007327.6	0	0	0	0
AC007333.1	0	0	0	0
AC007333.2	0	0	0	0
AC007339.1	0	0	0	0
AC007340.1	0	0	0	0
AC007342.1	0.12	0	0	0.19
AC007346.1	0	0	0	0
AC007349.4	0	0	0	0
AC007349.5	0	0.06	0	0
AC007349.7	0	0	0	0.17
AC007353.1	0	0	0	0
AC007353.2	0	0	0	0
AC007358.1	0	0	0	0
AC007359.6	0.08	0.2	0.02	0
AC007362.1	6.27	7.28	0.4	1.3
AC007362.3	0.1	0.05	0	0.04
AC007364.1	0	0	0	0
AC007365.1	0	0	0	0.01
AC007365.2	0	0	0	0
AC007365.3	0.38	0.08	0.09	0.18
AC007365.4	0	0	0	0
AC007379.1	0	0	0	0
AC007379.5	0.03	0	0	0
AC007381.2	0.04	0.44	2.29	1.15
AC007381.3	0.05	0.19	1.24	1.77
AC007383.3	5.48	6.6	3.66	1.88
AC007383.4	3.93	1.6	1.07	0.84
AC007383.6	0.04	0	0	0
AC007384.1	0	0	0	0.33
AC007384.2	0	0	0	0
AC007385.1	3.36	0.31	0.21	0
AC007386.2	0.05	0.12	0.68	0.91
AC007386.3	0.09	0	0.05	0.2
AC007386.4	0.26	0.62	17.65	14.75
AC007387.1	1.03	0.9	0.08	0.12
AC007387.2	0	0	0	0
AC007388.1	0.14	0.14	0	0
AC007389.1	0	0	0	0
AC007389.2	0	0	0	0
AC007389.3	0.27	0.44	1.06	1.05
AC007390.4	0	0	0	0
AC007390.6	0.33	0	0.5	0.58
AC007391.1	0	0	0	0
AC007391.2	0	0.05	0	0
AC007392.3	0	0	0	0
AC007392.4	0	0	0	0
AC007394.3	0	0	0	0
AC007395.3	0	0	0	0
AC007395.4	0.04	0	0	0
AC007401.2	0.07	0	0	0
AC007402.1	0	0	0	0
AC007403.1	0	0	0	0
AC007403.2	0	0	0	0
AC007403.3	0	0	0	0
AC007405.4	0.11	0.11	0.22	0.4
AC007405.6	0.57	0.04	0.24	0
AC007405.8	0	0	0	0
AC007421.1	0	0	0	0
AC007422.1	0	0	0	0
AC007431.2	0	0	0	0
AC007436.1	0	0	0	0
AC007436.2	0	0	0.06	0
AC007437.1	0	0	0	0
AC007450.1	0	0	0	0
AC007461.2	0.24	0	0.05	0
AC007463.2	0	0	0	0
AC007465.1	0	0	0	0
AC007486.1	0	0	0	0
AC007491.1	0	0	0	0
AC007493.1	0	0	0	0
AC007497.1	0.01	0.04	0	0
AC007528.1	0	0	0	0
AC007535.1	0	0	0	0
AC007537.2	0	0	0	0
AC007546.1	1.03	3.26	0	0.14
AC007547.1	0	0	0	0
AC007551.1	0	0	0	0
AC007551.2	0.11	0.05	0.27	0
AC007556.3	0	0	0.54	0
AC007557.1	0	0	0	0
AC007557.2	0	0	0	0
AC007557.3	0.05	0	0	0
AC007557.4	0	0	0	0
AC007559.1	0	0	0	0
AC007560.1	0	0	0	0
AC007560.2	0	0	0	0
AC007562.1	0.11	0	0	0
AC007563.1	0	0	0	0
AC007563.3	0	0	0	0
AC007563.4	0	0	0	0
AC007563.5	0	0	0.05	0
AC007566.10	0.59	2.78	1.94	3.51
AC007567.1	0.01	0	0	0
AC007568.1	0	0	0	0
AC007595.1	0	0	0	0
AC007595.2	0	0	0	0
AC007595.3	0	0	0	0
AC007595.4	0	0	0	0
AC007595.5	0	0	0	0
AC007599.1	0	0	0	0.1
AC007603.1	0.06	0.31	0.09	0.22
AC007608.2	0.15	0.03	0.22	0.07
AC007610.2	0.04	0.09	0.01	0.11
AC007611.1	0	0	0	0
AC007618.3	0.93	0.58	2	1.61
AC007619.1	0	1.22	0	0
AC007620.3	19.63	5.14	7.9	3.67
AC007622.1	0.09	0.25	0.46	0.85
AC007623.1	0.48	0	0.38	0.56
AC007623.2	0	0	0	0
AC007638.1	0.05	0.01	0.05	0.05
AC007649.1	0	0	0	0
AC007652.1	0.01	0	0	0.02
AC007673.1	0	0	0	0
AC007677.2	0	0	0	0
AC007677.3	0	0	0	0.01
AC007679.1	0	0	0.06	0
AC007679.3	0	0	0	0
AC007679.4	0	0	0	0
AC007680.2	0	0	0	0
AC007682.1	0.01	0	0.02	0.02
AC007682.2	0	0	0	0
AC007683.1	0	0	0.07	0
AC007686.2	0	0.36	0	0
AC007687.1	0	0	0	0
AC007690.1	0	0	0.15	0.31
AC007739.1	2.11	1.5	3.3	3.49
AC007740.1	0	0	0	0
AC007742.3	0	0	0	0
AC007742.6	0	0	0	0
AC007743.1	10.14	5.8	9.64	11.91
AC007750.5	0	0	0	0
AC007773.1	0.13	0.18	0	0
AC007780.1	0	0	0	0
AC007785.1	0	0	0	0
AC007785.2	0	0	0	0
AC007790.1	0.02	0	0	0
AC007790.4	0.2	0.09	0.36	0.17
AC007834.2	0	0	0	0
AC007842.1	0	0	0	0
AC007875.2	0.3	0.14	0.77	0.66
AC007875.3	0.54	0.1	0.11	0.09
AC007878.1	0.25	0.18	0.65	0.42
AC007879.1	0	0	0	0
AC007879.2	0.18	0	0.15	0.55
AC007879.3	0.09	0	0	0
AC007879.4	0	0	0	0
AC007879.5	0.1	0.05	0.25	0.32
AC007879.6	0	0.1	0	0
AC007879.7	0.09	0.06	0	0.11
AC007880.1	0.08	0.05	0.64	0.59
AC007881.1	0	0	0	0
AC007881.4	0	0	8.09	0.07
AC007883.1	0	0.65	0	0
AC007899.3	0.04	0.11	0	0.03
AC007919.18	0	0	0	0
AC007919.19	0	0	0	0
AC007922.1	0	0	0	0
AC007938.1	0	0	0.36	0.17
AC007938.2	0	0	0.15	0.05
AC007952.1	0	0	0	0
AC007952.2	0.07	0	0.18	0.36
AC007952.3	0	0	0	0
AC007952.4	0	0	0.12	0.29
AC007952.5	0	0	0.11	1.09
AC007952.6	0.12	0.03	0.41	5.72
AC007956.1	0.08	0	0.09	0.07
AC007965.12	0	0	0	0
AC007966.1	0.04	0	0	0
AC007967.1	0	0	0	0
AC007967.2	0	0	0	0
AC007967.3	0	0	0	0
AC007967.4	0	0	0	0
AC007969.4	0	0	0	0
AC007969.5	0	0	0	0
AC007991.1	0.01	0.02	0.06	0.11
AC008026.2	0	0.01	0.03	0.01
AC008033.1	0.01	0.01	0.07	0.22
AC008038.1	0.37	0	0.51	0.5
AC008045.1	0	0	0	0
AC008060.5	0	0	0	0
AC008060.7	0.02	0	0	0
AC008060.8	0.62	0.1	0	0
AC008062.1	1.65	0.61	3.66	1.29
AC008063.2	0	0.08	0	0.21
AC008063.3	0	0	0	0
AC008065.1	0.09	0	0	0.31
AC008067.2	0	0	0	0
AC008068.1	0.07	0	1.1	0.62
AC008069.1	0	0	0	0
AC008069.2	0	0	0	0
AC008072.1	0.42	0.11	0.74	0.98
AC008073.2	0.08	0.08	0.09	0.29
AC008073.7	0	0	0.13	0.37
AC008073.9	0.05	0	0	0.04
AC008074.3	0.22	0.14	0.35	0.14
AC008074.4	0	0	0	0
AC008074.5	0	0	0	0
AC008079.9	0	0	0.07	0.04
AC008080.1	0	0	0	0
AC008080.2	0	0	0	0
AC008085.1	0	0	0	0
AC008088.3	0.04	0	0	0
AC008103.1	0	0	0.04	0
AC008105.1	0.53	2.05	4.18	7.99
AC008105.2	0.04	0.6	1.11	1.11
AC008122.1	0	0	0	0
AC008122.2	0.36	0.26	0.47	0.47
AC008132.13	0.03	0.02	0.17	0.02
AC008132.14	0	0	0	0
AC008132.15	0	0	0	0
AC008132.2	0	0	0	0
AC008147.1	0	0	0	0
AC008147.2	0	0	0	0
AC008147.3	0.14	0.3	0.36	0.48
AC008154.1	0	0	0	0
AC008154.4	0	0	0	0
AC008154.5	0	0	0	0
AC008155.1	0	0	0.1	0
AC008155.2	0	0	0	0
AC008162.1	0.26	0	0	0
AC008163.4	0	0	0	0
AC008166.1	0	0	0	0
AC008171.1	0	0	0	0
AC008173.1	0	0	0	0
AC008175.1	0.08	0.2	0.02	0
AC008175.10	0	0	0	0
AC008245.1	0	0	0	0
AC008264.4	0.08	0	0	0
AC008265.2	0	0	0	0
AC008267.1	0.02	0.01	0.06	0.08
AC008267.2	0.36	0.31	0.59	0.19
AC008268.1	0	0	0	0
AC008268.2	0.01	0	0	0.67
AC008269.2	0	0.04	0	0.07
AC008271.1	0	0.04	0	0.01
AC008277.1	0.05	0	0	0
AC008278.2	0	0	0	0
AC008278.3	0	0	0	0
AC008280.1	0	0.02	0.19	0.03
AC008280.3	0	0	0.73	0
AC008280.4	0.49	0.1	1.18	0.58
AC008280.5	0.66	0.16	0.52	0.44
AC008281.1	0	0	0	0
AC008379.1	0	0	0	0
AC008379.2	0	0	0	0
AC008392.1	1.46	3.38	20.22	14.45
AC008393.1	0	0	0	0
AC008397.1	0	0	0	0
AC008403.1	0.06	0.41	0	0
AC008410.1	0	0	0	0
AC008412.1	0	0	0	0
AC008415.1	0	0	0	0
AC008427.2	0.08	0	0	0
AC008434.1	0	0	0	0
AC008434.2	0	0	0	0
AC008440.10	0	0	0	0
AC008440.5	70.41	92.79	16.2	48.91
AC008443.1	0	0	0	0
AC008449.1	0	0	0	0
AC008459.1	0	0	0	0
AC008474.1	0	0	0	0
AC008481.2	0.08	0.03	0.09	0.08
AC008494.1	0	0	0.03	0
AC008521.1	0	0	0	0
AC008537.3	0.1	0.27	0.37	0.26
AC008541.1	1.65	2.41	3.34	12.37
AC008545.1	0	0.02	0.02	0.06
AC008555.1	0.23	0	0	0
AC008555.2	0.62	0.82	2.24	2.13
AC008555.3	0	0	0	0
AC008555.4	0.02	0.13	0.85	0.31
AC008555.5	0.04	0.04	0.01	0
AC008560.1	0	0	0	0
AC008565.1	0	0	0	0
AC008567.1	4.02	1.86	2.08	1.27
AC008567.2	0.6	1.22	0.46	0.75
AC008569.1	0.14	0.24	0.16	0.6
AC008573.1	0	0	0	0
AC008581.1	2.23	0	0	0
AC008592.3	0.31	0.35	1.25	1.93
AC008592.4	0	0	0.06	0
AC008592.5	0	0.03	0	0
AC008592.7	0	0	0	0
AC008598.1	0	0	0	0
AC008620.1	0	0	0	0
AC008625.1	0	0	0	0
AC008635.1	0	0	0	0
AC008670.1	0	0	0	0
AC008670.2	0	0	0	0
AC008670.3	0	0	0	0
AC008670.4	0	0	0	0
AC008670.5	0	0	0	0
AC008671.1	0	0	0	0
AC008676.1	0.11	0.35	5.1	6.54
AC008686.2	0.44	0.58	0.72	1.06
AC008687.1	0	0	0.03	0
AC008691.1	0	0	0	0
AC008694.1	0	0	0	0
AC008694.2	0	0	0	0
AC008694.3	0	0	0	0
AC008695.1	0	0	0	0
AC008697.1	0	0.03	0.22	0.25
AC008703.1	0	0	0	0
AC008706.1	0	0	0	0
AC008728.1	0	0	0	0
AC008734.1	0.02	0.07	0.01	0.11
AC008734.2	0.01	0.13	0.07	0.16
AC008737.1	0.18	0	0	0.21
AC008738.1	0	0	0	0
AC008738.2	0	0	0	0
AC008740.1	2.73	2.14	5.5	6.85
AC008740.2	0.6	0.82	3.95	2.97
AC008740.3	8.51	13.49	25.94	39.22
AC008746.10	0	0	0.06	0
AC008746.3	0	0	0	0
AC008746.5	0.19	1.26	0.19	1.96
AC008746.9	0	0	0	0
AC008747.1	0	0	0	0
AC008749.1	0.32	0	0.77	0.94
AC008751.1	0	0	0	0
AC008751.3	3.51	1.85	3.26	4.45
AC008753.3	0.24	0	1.1	0.1
AC008753.6	0	0	0.07	0
AC008759.1	5.19	1.59	1.85	1.77
AC008764.2	2.36	0.85	1.91	1.75
AC008781.2	0.04	2.3	0.31	0
AC008781.7	0.05	0.08	0.14	0.15
AC008794.1	0	0	0	0
AC008806.2	0	0	0	0
AC008813.1	0	0	0	0
AC008813.2	1.9	0	0	0.22
AC008829.1	0	0	0	0
AC008834.1	0	0	0	0
AC008834.2	0	0	0	0
AC008836.1	0	0	0	0
AC008850.3	0	0	0	0
AC008865.1	0	0	0	0
AC008865.2	0	0	0	0.15
AC008869.1	0	0	0	0
AC008870.1	8.63	1.59	2.16	2.05
AC008872.1	0	0	0	0
AC008888.1	0.02	0	0.01	0.01
AC008894.1	0.02	0.04	0.12	0.11
AC008895.1	5.43	2.82	1.57	1.73
AC008915.1	0	4.26	0	0
AC008937.2	0.14	0	0.05	0.17
AC008937.3	0.13	0.03	0.06	0.23
AC008940.1	0	0	0.03	0
AC008946.1	0	0	0	0
AC008949.1	0	0	0	0
AC008962.1	0	0	0	0
AC008967.1	0	0	0	0
AC008977.1	0	0	0	0
AC008984.2	0.03	0.18	0.18	0.15
AC008984.5	0	0	0	0
AC008984.6	0	0	0.37	0.6
AC008984.7	0	0	0	0
AC008993.1	3.31	2.79	8.16	11.04
AC009002.1	0.22	0.11	0.17	0.39
AC009009.1	0	0	0	0
AC009021.1	0	0	0	0
AC009028.1	0	0	0	0
AC009041.1	0	0	0	0
AC009041.2	0	0	0	0
AC009041.3	0.18	0.09	0.11	0.1
AC009052.1	0.3	0.22	0.54	0.34
AC009060.1	0.27	0.18	0.59	0.62
AC009061.1	0	0	0	0
AC009065.1	0	0	0	0
AC009065.2	0	0	0	0
AC009065.3	0.67	0.48	0.89	0.75
AC009069.1	0.1	0.01	0.03	0.02
AC009075.1	0.2	0.07	0.2	0.09
AC009086.2	20.89	14.2	39.23	22.57
AC009086.3	0	0.06	0.2	0.17
AC009093.1	0	0.06	0	0
AC009095.4	0.26	0.1	0.37	1.14
AC009102.1	0.04	0.03	0	0
AC009108.1	0.04	0	0	0.01
AC009110.1	0	0	0	0
AC009113.1	0.11	0	0	0
AC009113.2	0.14	0.1	0.32	0.16
AC009116.1	2.66	1.01	2.43	2.78
AC009118.1	0.03	0.01	0.01	0
AC009119.1	0	0	0	0
AC009119.2	0.07	0	0	0
AC009120.1	0	0	0	0
AC009120.3	0.18	0.59	0.12	0.16
AC009121.1	0	0	0	0
AC009127.1	0.42	0.52	1.45	1.5
AC009133.2	0.49	0.7	2.72	2.61
AC009133.3	0.41	0.82	0.39	0.99
AC009158.1	0	0	0	0
AC009159.1	0	0	0	0
AC009161.1	0	0	0	0
AC009171.1	1.79	0.71	1.02	0.99
AC009196.1	0	0	0	0
AC009223.2	0	0	0	0
AC009226.1	0	0	0	0
AC009227.2	0	0.02	0.02	0
AC009227.3	0	0	0	0
AC009228.1	0.07	0.06	0	0.14
AC009229.5	0	0	0	0
AC009229.6	0.07	0	0	0
AC009234.1	0.14	0.17	0	0
AC009236.2	0	0	0	0
AC009237.10	0	0	0	0
AC009237.11	0.4	0.38	0.4	0.14
AC009237.13	0	0	0	0
AC009237.14	0	0	0	0
AC009237.16	0	0	0	0
AC009237.17	0	0	0.1	0
AC009237.2	0	0	0	0
AC009237.4	0	0	0	0
AC009237.5	0	0	0	0
AC009237.6	0	0	0	0
AC009237.8	1.13	1.03	0.39	0.51
AC009238.6	0	0	0.66	0
AC009238.7	0	0	0.1	0
AC009238.8	0	0	0	0
AC009245.3	0.08	0.04	0.12	0.16
AC009262.2	0	0	0	0
AC009263.2	0	0	0	0
AC009264.1	0.01	0.02	0.01	0
AC009269.1	0	0	0.06	0
AC009274.6	0	0	0	0
AC009276.4	0	0	0	0
AC009297.1	0	0	0	0
AC009299.1	0	0	0	0
AC009299.2	0.2	0	0.54	0.45
AC009299.3	0.12	0.49	3.53	4.89
AC009299.4	0.11	0.28	0.06	0.23
AC009299.5	0	0	0	0
AC009302.2	2.14	6.42	2.68	3.17
AC009303.1	0	0.12	0	0
AC009303.3	0	0	0	0.15
AC009305.1	0	0	0.08	0
AC009310.1	0	0	0	0
AC009311.2	0	0	0	0
AC009312.1	0	0	0	0
AC009313.1	0	0	0	0
AC009313.2	0	0	0	0
AC009318.1	0.39	0.17	0.69	0.5
AC009336.1	0.08	0.01	0.01	0
AC009358.1	0	0	0	0
AC009362.2	0	0	0.15	0
AC009365.4	0	0	0	0
AC009402.1	2.14	1.79	1.13	3.02
AC009403.2	9.33	5.76	6.57	8.61
AC009404.2	0.93	0.62	0.96	0.8
AC009410.1	0	0	0.04	0
AC009411.1	0.08	0	0	0
AC009411.2	0	0	0	0
AC009413.2	0	0	0.08	0.19
AC009413.3	0	0	0	0
AC009414.1	0	0	0	0
AC009464.1	0	0	0	0
AC009473.1	1.24	0.22	1.83	1.99
AC009474.1	0	0	0	0
AC009474.2	57.61	61.54	87.62	110.3
AC009477.7	0	0	0	0
AC009478.1	0.32	0.08	0	0.1
AC009480.3	0.07	0	0.07	0
AC009480.4	0	0	0	0
AC009484.1	0	0	0	0
AC009487.4	0	0	0	0
AC009487.5	0	0	0	0
AC009487.6	0.08	0.04	0.16	0.05
AC009494.3	0	0	0	0
AC009495.1	0	0	0	0
AC009495.2	0.22	0.16	0.7	0.31
AC009495.3	9.06	5.3	0.28	0.33
