Gene	ERR2228756.fastq.gz	ERR2228757.fastq.gz	ERR2228758.fastq.gz	ERR2228759.fastq.gz	ERR2228760.fastq.gz	ERR2228761.fastq.gz	ERR2228762.fastq.gz	ERR2228763.fastq.gz	ERR2228764.fastq.gz	ERR2228765.fastq.gz	ERR2228766.fastq.gz	ERR2228767.fastq.gz
ADPRHL1	0	0	0	0	0	0	0	0	0	0	0	0
ADPRM	0	0	0	0	0	0	0	0	0	0	0	0
ADPRS	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1A	0	0	0	0	0	0	0	0	1.18	0	0	0
ADRA1B	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0	0	0.48	2.1
ADRA2A	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	0	0	0	0	0	0	0	0	0.08	1.31	0.43	0
ADRB2	1	0.63	0	2.07	1.74	2.18	2.48	0.42	0.64	0.09	0	0.3
ADRB3	0	0	0	0	0	0	0	0	0	0	0.14	0
ADRM1	0	0	0	2.4	0.64	0	0	0	2.22	0	0	1.52
ADSL	0.82	0.26	6.71	1.1	3.27	1.46	17.08	0	0	1.99	0	0
ADSS1	0	0	0	0	0	0	0	0	0	0	0	0
ADSS2	0	1.5	0	0.7	1.24	0.09	0.81	0.38	0	0.12	0.17	1.75
ADTRP	0	0	0	0	0	0	0	0	0	0	0	0
AEBP1	0	0	0	0	0.29	0.11	0	0	0	0.29	0.3	2.23
AEBP2	0.62	1.23	0	3.23	0	0.54	0	0	0	0	0	0.12
AEN	0	0	0	0	0.37	0.52	0	0	0	0	0	2.59
AFAP1	0.06	0	0.28	0	0	0	0	0	0	0	0.42	0
AFAP1-AS1	0.53	0.79	0.52	1.4	0	0.26	0	0	0.11	0	0	0.05
AFAP1L1	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1L2	0	0	0	0	0	0	0	0	0	0	0	0
AFDN	0	0	0	0	0	0	0	0	0	0	0	0
AFF1	2.34	1.02	0.13	2.04	1.13	0.65	0	0	0	0.26	0	0
AFF2	0.17	3.93	1	0.12	1.78	0	0	0	0	0	0	0
AFF3	0.15	0	0	0.4	1.28	0	0	2.05	0	0	0	0
AFF4	0	0	0.02	0.07	0.26	0	0	0	0	0.09	0.77	0
AFG3L1P	0	0	0	0	0	0	0	0	1.14	0.18	0	0
AFG3L2	1.81	12.98	7.59	5.43	9.2	1.85	2.16	12.73	3.6	7.59	3.94	1.79
AFM	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	0	5.09	0	2.05	0	0	0	6.81	0	0	0	0
AFP	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	0	0	0	0	1.01	0.37	0	0	0	0.53	2.06	0.84
AGA	0	0	1.99	0	0	0	0	0	1.01	0	0	0
AGAP1	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	0.16	0.24	0	0	0	0	0	0	0.85	0.2	0	0
AGAP2	0	0.18	0.04	0	0	0.21	0	0	0.27	0.09	0	0
AGAP3	0	0	0	0	0	0.17	0	0	2.35	2.36	0	0.18
AGAP4	0.16	0	0	0	0.39	0	0.44	0	0.09	0	0.7	0
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	4.83	18.07	13.34	14.53	10.98	7.46	4.78	0	3.6	20.72	3.05	16.8
AGER	0	0.35	0	0	2.32	1.08	0	0	0	1.11	0	0
AGFG1	4.04	0	0	4.4	0.18	0.94	1.2	0	12.24	0	0	0
AGFG2	0	0.45	0	0	0.47	0	0	0	0	0	0.24	0
AGGF1	0.22	0	0	0	0.26	0.15	0	0	0	0.48	0.67	1.13
AGK	0.99	0	0	0	1.53	1.08	0	0	0.66	0	0.6	4.59
AGL	0	0.76	0	0	0	0	0	0	0	0	0	0
AGMAT	0	0.09	0	0	0	0.51	0	0	0.08	0	0	0
AGO1	0.15	0.23	1.28	0.05	0.23	0.35	0	0	0.12	0.22	0.09	0.64
AGO2	0.56	0	0.32	0.5	0.11	0.64	0	0.36	0.36	0	0.61	0.31
AGO3	0	0	0	0	0.03	0	0	0	0.01	0	0	0
AGO4	0	0.22	0.52	0.1	0.82	0.15	0	0.2	0	0	0.03	0
AGPAT1	0	0.13	0.89	0	1.01	0	0	0	0.4	0.15	0	0
AGPAT2	0.18	3.43	0.36	0.82	0	0	0	0	0	0	0	10.47
AGPAT3	0	0.32	0	1.76	2.51	1.89	8.42	6.29	0.56	0.55	0.97	0
AGPAT4	2.11	0.51	0	0.14	3.19	0.65	0	0.5	0	0.27	0.11	0
AGPAT5	0	0	0	0	0.58	0	0	0	11.31	0.12	1.3	1.38
AGPS	0	0.73	1.42	0	0	1.92	0	0	0	0	0	0
AGR2	0	0	0	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0
AGRP	0	0	0	0	0	0	0	0	0	0	0	0
AGT	0	0	0	0	0	0	0	0	0	0	0	0
AGTPBP1	0	1.82	0	0.93	0	0.58	0	1.7	0.28	2.11	0.14	0
AGTR1	0	0	0	0	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	3.03	6.04	8.6	8.51	8.21	4.82	1.82	4.31	3.41	0.6	0.65	0.68
AGXT	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	0.08	0	0	0.24	0.63	0.03	0	0	0.07	0.17	0.02	0.26
AHCY	0	0.38	0	2.32	0	0	0.29	0	0	0	0	0
AHCYL1	0	3.45	0	0	0	0	0	0	0	0	0.4	0
AHCYL2	0	0	0	0	0	0.58	0	0	0	0	0	0
AHDC1	0	0	0	0	0.53	0	0	0	0	0.55	0	0
AHI1	0	0	0	0	0	0	0	0	0	0	0	0
AHNAK	7.35	11.17	1.67	8.84	13.58	12.59	20.43	20.81	6.43	11.44	7.55	5.35
AHNAK2	0	0	0.1	0.08	0	0.04	0	0	0.06	0.42	0.04	0
AHR	0.39	0	0.43	1.18	0.41	0.14	0	0	3.23	0.44	0.68	0
AHRR	0	0	0	0	0	0	0	0	0	0	0	0
AHSA1	2.46	4.92	0	0	0.57	0.68	1.57	0	0.47	0	0	0
AHSA2P	7.81	5.03	2.92	15.4	9.22	5.27	6.34	25.29	7.62	7.07	3.37	4.96
AHSG	0	0	0	0	0	0	0	0	0	0	0	0
AHSP	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0	0	0	0	0
AIDA	3.54	2.27	3.25	2.34	2.6	3.45	10.64	0	0.61	4.85	2.74	5.24
AIF1	15.5	18.94	25.58	39.6	38.58	45	47.76	0	20.71	31.37	34.29	56.5
AIF1L	0	0	0	0	0	0	0	0	0	0	0	0
AIFM1	0	0	0	0	1.01	0.6	0	0	1.1	6.23	0	2.53
AIFM2	0	0	0	0	0	0	0	0	0	0	0	0
AIFM3	0.09	0.35	0	3.97	1.11	1.37	0	0	1.2	0.54	0	0
AIG1	0	0	0	0	0	0	0	0	0	0	0.87	0
AIM2	0	0	0	0	0	0	0	0	0	0	0	0
AIMP1	2.05	0.11	1.57	0.45	1.91	3.16	0	0	8.37	0.38	1.08	0
AIMP2	0.31	1.69	1.91	2.36	2.9	1.62	3.79	0	0	3.42	0	9.35
AIP	0	0	0	0	0	0.38	0	0	0.82	0.26	0	12.35
AIPL1	0	0	0	0	0	0	0	0	0	0	0	0
AIRE	0	0	0	0	0	0	0	0	0	0.34	0	0
AJAP1	0	0	0	0	0	0	0	0	0	0	0	0
AJUBA	0	0	0	0	0	0	0	0	0	0	0	0
AK1	0	0	0	0	0	0	0	0	0	0	0	0.63
AK2	1.02	0	0.74	0.6	3.89	1.14	0	0	1.37	0	0	0
AK3	0	0	0	0	0	0	0	0	0	0	0	0
AK4	0	0	0	0	0	0	0	0	0	0	0	0
AK5	0.45	0	0	0	0.8	0.21	0	0	0	0	0	0
AK7	0	0	0	0	0	0	0	0	0	0	0	0
AK8	0	1.45	0	0	0.82	0	0	0	0	0	0	0
AK9	4.09	0	0	0	0	0	0	0	0	0	0	0
AKAP1	1.05	0.35	0	0	0	1.74	0	0	3.65	0.56	0	1.46
AKAP10	0.49	0	0	0	5.21	0	1.22	0	0	0.34	0.86	9.56
AKAP11	0.02	0.05	0	0	0.11	0	0	0	0	0	0	0.07
AKAP12	0	0.29	0	0.06	0	0.32	0	0	0	0	0	0.1
AKAP13	5.18	1.2	3.13	8.19	6.19	7.32	1.97	6.4	26.28	8.8	11.99	3.97
AKAP14	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A	1.23	0	0	0.11	3.44	0.28	0	1.95	1.13	0.85	0.2	0
AKAP3	0.15	0	0	0	0	0	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	0.07	0	0	0	0	0.03	0	0	0	0.05	0	0
AKAP6	0	0	0	0	0	0	0	0	0.06	0	0	0.02
AKAP7	0	0	0	0	0	0	0	0	0	0	0	0
AKAP8	0	1.04	1.94	0.27	1.12	0.15	0.33	0	0.24	3	0.07	5.5
AKAP8L	0	0	0	6.25	1.31	0.62	0	0	4.21	1.04	0	0
AKAP9	0	2.05	2.17	0.44	0.44	0.04	0	0	5.67	0	0	0
AKIP1	6.22	0	0	1.1	0.28	0	0	0	0	0	0	0
AKIRIN1	0	0	0.37	0	0	0.08	0	0	0	0.93	0	0
AKIRIN2	0	1.02	0	0	0.15	0.73	0	0	0	0.49	0.69	0
AKNA	5.49	2.71	0.47	6.41	6.16	0.9	8.13	4.12	1.61	3.31	1.38	0
AKR1A1	0.43	7.73	11.09	2.14	0.16	7.83	0	0	0	0	0.28	1.33
AKR1B1	0	0	0	0	0.25	0	0	0	4.23	0	0	0
AKR1B10	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C2	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C3	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0	0	0	0	0	0	0	0
AKR1E2	0	0	0	0	0	0	0	0	0	0	0	0
AKR7A2	0	0	0	0	1.29	0	0	0	0	0	0	0
AKR7A3	0	0	0	0	0	0	0	0	0	0	0	0
AKT1	2.11	3.52	3.7	9.12	3.64	1.64	1.46	12.21	9.96	3.85	3.12	1.33
AKT1S1	0.08	0	0.08	0.93	0.19	1.84	0	7.51	0.08	1.2	0.07	3.45
AKT2	0	1.61	0	3.17	0	2.7	0.55	0	0	0.06	0	1.52
AKT3	0	0.76	0	0.43	0.2	0.88	0	0.59	0	0	0	0.56
AKTIP	2.59	8.4	5.18	4.68	2.9	6.15	11.61	0	0.21	1.95	3.66	0.72
ALAD	0	0	0	0.23	0.36	1.77	0	0	0	0.1	0.14	0
ALAS1	0	0	0	0.15	0.14	0.11	0	0	0.33	1.09	0	0
ALAS2	0	0	2.12	0	0	0	0	0	0	0	0	0
ALB	0	0	0	0	0	0	0	0	0	0	0	0
ALCAM	0	1.25	0	3.06	1.32	0.79	5.27	4.2	2.39	3.75	1.24	1.97
ALDH16A1	0	2.76	2.2	0	0.47	0	0	0	0.85	0.91	0	0.51
ALDH18A1	0	0.49	0.14	0	0	0	0	0	0	0	0	0
ALDH1A1	0	0	0.46	0	0	0.3	0	0	0	0	0	0
ALDH1A2	34.68	38.97	21.36	38.18	59.11	16.29	40.25	49.17	47.35	48.03	30.56	23.59
ALDH1A3	0	0	0	0.12	0	0	0.2	0	0	0	0	0.33
ALDH1B1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L2	0	0	0	0	0	0.36	0	0	0	0	0.06	1
ALDH2	6.13	2.62	6.96	3.15	4.99	4.74	31.71	0.67	0	3.76	2.08	1.19
ALDH3A1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH3A2	0	0	0	0	0	0	0	0	0	0.3	0	3.99
ALDH3B1	0.36	0.74	3.94	3.04	7.29	2.45	29.57	5.2	0.9	2.2	0	0
ALDH3B2	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH5A1	0	0	0.05	0	0	0	0	0	0	0	0	0
ALDH6A1	0	0	0	0.45	0.1	0	0	0	0	0.39	0	0
ALDH7A1	0	0	0	0	0	0	0	0	0	0.23	0	0
ALDH8A1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH9A1	0	0	0	0.53	0	0	0	0	0	0	0	0
ALDOA	6.33	38.15	24.18	2.59	10.65	11.72	15.97	22.37	28.65	9.37	11.34	8.79
ALDOB	0	0	0	0	0	0	0	0	0	0	0	0
ALDOC	0	0	0.16	0.24	0	0	0	0	0	0	0	0
ALG1	0	0	0.05	0	0.79	0.93	0	0	0	0.72	0.15	0
ALG10	0	0	0	0	0	0	0	0	0	0	0	0
ALG10B	0	0	0	0	0	0	0	0	0	0	0	0
ALG12	0.23	0.46	0	0.73	0.8	0.71	0	13.47	0	1.6	0	0.44
ALG13	0	0	0	0	0.39	0.36	5.46	0	0	0.11	0.47	0
ALG14	0.05	0	0	0	0	0.02	0	0	0	0	0.07	0.36
ALG1L	0	0	0	0	0	0	0	0	0	0	0	0
ALG2	0	0	0	0	0	0.16	0	0	1.22	0	0	0
ALG3	0	0.82	1.72	0	1.03	2.45	0	0	0	0	0.76	6.68
ALG5	1.41	1.17	0	0	0	0	0	1.39	0.35	0	0	0
ALG6	0	0	0	0	0	0	0	0	0	0	0	0
ALG8	0	0	0	0	0	0	0	0	0	0	0	0
ALG9	0.77	0	0	0	0	0	0	0	0	0.48	0	0
ALK	0.28	0	0	0	0.34	0.13	0	0	0.59	0	0.25	0
ALKBH1	0	0	0	0	0	0.27	0	0	0	0	0	0
ALKBH2	0	0	0	0	0	0	0	0	0	1.21	0	0
ALKBH3	0	0	0	0	0	0	0	0	0	0	0	0
ALKBH4	0	0	0	2.21	0.42	0	0	0	3.07	0	0	0.33
ALKBH5	0.08	0.43	0.38	1.47	3.53	0.43	2.9	0	2.71	0.1	1.03	4.88
ALKBH6	0	0	0	0	0	0	0	0	0	0	0	0
ALKBH7	2.14	4.16	0	0.78	0.31	0	0.67	0	0	0.33	0.24	0
ALKBH8	0	0	0	0	0	0	0	0	0	0	0	0
ALLC	0	0	0	0	0	0	0	0	0	0	0	0
ALMS1	0.05	0	0	0	0	0	0	0	0	0	0	0
ALMS1P1	0	0	0	0	0	0	0	0	0	0	0	0
ALOX12	2.17	0.23	2.63	3.66	4.11	2.34	1.26	4.6	1.03	0	0	15.49
ALOX12B	0	0	0	0	0	0	0	0	0	0	0	0
ALOX12P2	0.79	0	0	0	0	0	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0	0	0	0	0	0	0
ALOX15B	0.1	0	0	0	0	0	0	0	0	0	0	0
ALOX5	0.72	3.84	1.5	3.28	4.63	1.54	2.87	0	0.51	0.32	1	7.73
ALOX5AP	0	0	0	0	0	1.35	0	0	0	7.27	3.57	4.95
ALOXE3	0	0	0	0	0	0	0	0	0	0	0	0
ALPG	0	0	0	0	0	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0	0	0	0	0
ALPK1	0	0	0	10.66	0.6	0.97	0	0	0	0.69	0	0
ALPK2	0	1.48	1.91	1.03	0.31	0.33	0.4	0	3.3	1.15	0.52	3.55
ALPK3	0	0	0	0	0	0	0	0	0	0	0	0
ALPL	0	0	0	0	0	0	0	0	0	0	0	0
ALPP	0	0	0	0.78	0	0	0	0	0	0	0	0
ALS2	0	0	0	0	0.58	0	0	0	0	0	0	0
ALX1	0	0	0	0	0	0	0	0	0	0	0	0
ALX3	0.89	1.88	0	0.74	0	0	17.81	0	0	0.64	0	0
ALX4	0.59	0.47	0	0.19	0.4	0.16	0.53	0	0.13	2.33	0	0
ALYREF	5.89	0	4.59	1.02	0	0.65	0	0	0	0	1.15	0
AMACR	0	0	0	0	0	0	0	0	0	0	0	0
AMBN	0	0	0	0	0	0	0	0	0	0	0	0
AMBP	0	0	0	0	1.18	0	0	0	2.37	0	0	0
AMBRA1	2.46	0	0	3.9	0	0	0	0	0	0	7.08	0
AMD1	0.05	0	0.66	1.97	1.09	0.15	7.58	0	4.21	0.1	1.07	0
AMDHD1	0	0	0.93	0	0.65	0	0	0	0	0.61	0	0
AMDHD2	0	0	0	2.52	0	0	0	2.47	1.54	0	0	10.89
AMELX	0	0	0	0	0	0	0	0	0	1.36	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0	0
AMER1	0	0	0	0	0	0	0	0	0	0	0	0
AMER2	0	0	0	0.07	0	0	0	0.33	0	0	0	0
AMER3	0	0	0	0	0	0	0	0	0	0	0	0
AMFR	0.47	0.38	4.67	0	2.47	0.77	0	0	0	0.78	2.17	0
AMH	0	0	0	0	0	0	0	0	0	0	0	0
AMHR2	0	0	0	0	0	0	0	0	0	0	0	0
AMIGO1	0	0.05	0	0	0	0	0	0	0	0	0	0
AMMECR1	1.02	0	0	1.81	0.33	0.55	0	0	0.09	0.62	0	0
AMMECR1L	0	0	0	0	0	0	0	0	0	0.13	0	0
AMN	1.95	0.49	0	1.03	1.76	0	2.21	1.94	0.8	0	0.39	0.5
AMN1	0	0	0	0	4.61	0.83	0	0	0	0	0	0
AMOT	0	0	0	0	0	0	0	6.56	0	0	0	0
AMOTL1	0	0.82	0	0	0	0.03	0	0	0	0.65	0.02	0
AMOTL2	0	0	0	0	0	0	0	0	0	0	0	0
AMPD1	0	0	0	0	0	0	0	0	0	0	0	0
AMPD2	5.25	0	3.18	8.63	12.72	1.32	0	5.96	16.52	20.08	4.71	0.26
AMPD3	0.19	0	4.72	0	0.15	0	1.32	0.13	2.11	0	0	0
AMPH	0	0	0	0	0	0	0	0	0	0	0	0
AMT	0.76	0.16	0	0	1.68	1.39	0	0	1.95	0.46	0.15	2.56
AMY1A	0	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0.61	0	0	0
AMY2A	0	0	0	0	0	0	0	0	0	0	0	0
AMY2B	0.1	0	0	0	0	0	0	0	0	0	0.16	0
AMZ1	0.13	0.98	0	0.64	0.77	0.86	0.11	0.87	1.1	0.44	2.77	11.42
AMZ2	0	0	0	2.75	2.36	1.48	0	0	0.9	1.36	4.52	0
AMZ2P1	0	0	0.43	0	0.77	0	0	0	1.2	3.43	2.61	0
ANAPC1	0	1.69	0	0.4	0	0	0.47	0	0	0	0	0
ANAPC10	0.67	4.44	2.93	15.49	3.89	6.49	2.49	0	0.33	1.25	4.4	0
ANAPC11	0	1.25	0	0	4.56	1.09	6.94	0.74	4.43	0.47	4.88	0
ANAPC13	2.36	3.56	2.36	5.17	1.87	2.82	0.89	0	0.18	0	2.05	8.8
ANAPC15	0	3.16	0	0	0	2.09	0	0	9.43	12.05	7.26	0
ANAPC16	0	0	0.07	0.2	0.55	0	0	0	0	0.76	0	0
ANAPC2	0	0	0	0	0.42	0	11.52	1.41	0.71	0	1.88	0.67
ANAPC4	0	1.41	0.1	0	0	0	0	0	2.65	0	0	0
ANAPC5	0	0	0	0.23	0	0.54	0	0	0.12	0	0.25	0.55
ANAPC7	0	1.53	0	0	0	0	0	0	0	0	0	0
ANG	0	0	0.2	0	0	0	0.52	0	0	0	0	0
ANGEL1	0	0	0	0	0.17	0.09	0	0	0.75	0	0	0.66
ANGEL2	0	0	0	0	0	0	0	0	0	0	0	0
ANGPT1	0	0	0	0	0	0	0	0	0	0	0	0
ANGPT2	0.09	2.39	0.48	0.75	1.87	0.17	0	0	0.08	0	0	0
ANGPT4	0.42	0	0	0	0	0	0	0	0.1	0	0	0
ANGPTL1	3.68	0	0	1.52	1.21	1.28	0	0	0	0.86	0.49	0
ANGPTL2	0.29	0	0	0	0	0.4	0	0.14	0	0	0	0
ANGPTL3	0	3.15	0	0	0	0.47	0	0	0	1.77	0	0
ANGPTL4	0	0	0	1.71	0	0.26	0	0	0	0	0	0
ANGPTL6	2.11	5.65	3.58	11.82	9.71	0.83	7.13	17.99	8.24	9.32	8.25	6.21
ANGPTL7	0.9	0	0	0	1.69	2.66	1.39	0	0	1.95	0	0
ANGPTL8	0	0	0	0	0	0	0	0	0	0	0	0
ANK1	0	2.7	0	0	0.15	0	0	0	0	0	0	0
ANK2	0	0	0	0	0	0	0	0	0	0	0	0
ANK3	0	0.48	0	0	0	0	0	0	0	2.87	0.15	0
ANKAR	0	0	0	0	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0	0	0	0	0
ANKFN1	0	0	0	0	0	0	0	0	0	0	0	0
ANKFY1	0.54	0.7	0.07	12.52	1.24	0.69	1.2	0	1.61	0.52	0	0
ANKH	0.97	1.99	0.12	0.64	1.03	3.74	0	0.18	2.5	1.88	0.49	3.69
ANKHD1	0.37	0	1.67	2.55	2.12	0.3	0	2.5	0.62	5.83	0.92	6.35
ANKIB1	0	0	0.22	0	2	0	0	0	0	0.19	0.1	0.53
ANKLE1	0	0	0	0	0	0	0	0	0	0	0	2.6
ANKLE2	0.02	1.21	0	0.06	1.2	0	0.33	0	0	2.72	0	0.12
ANKMY1	2.15	0.46	0	6.68	3.73	2.64	0	0	1.8	0	1.1	1.16
ANKMY2	0	0	0	0	0	0	0	0	0	0	0	0
ANKRA2	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD10	0.75	0	3.16	0	0.87	0	0	0	2.33	0.94	0	0.41
ANKRD11	1.26	2.08	0	1.58	3.8	4.14	2.13	0.56	2.22	14.01	0.77	0
ANKRD12	0	18.56	11.9	4.54	2.79	0.04	0	0.16	7.57	2.61	0.02	0
ANKRD13A	0.15	0.16	1.52	3.24	1.94	1.93	0	0	1.1	0.14	1.3	0
ANKRD13B	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD13C	0	0	0	0.21	0	0	0	0.15	0	0	0	0
ANKRD16	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD17	0.3	0	0.03	0	0.58	0	0.7	0	0	0	0	0
ANKRD19P	5.31	6.3	2.54	12.13	8.48	3.37	3.5	6.96	7.73	4	5.99	12.17
ANKRD2	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD22	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD23	0	8.05	1.13	2.64	0.93	0.94	0	0	0.1	0.57	0.4	0
ANKRD24	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD26	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD26P1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD27	0	0	0	0	0	0.46	0	0	0	0	1.74	0
ANKRD28	0.11	0.29	2.99	1.8	7.17	0.49	6.55	0.15	1.68	1.6	3.04	2.59
ANKRD29	0	0	0	0	0	0	0	0	0	13	0.87	0
ANKRD30A	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD35	0	0	0	0	0.19	0	0	0	0	0	0	0
ANKRD36B	0	0	0	1.64	0	0	0	0	0.06	0	0	0
ANKRD36BP1	8.86	7.95	11.27	25.59	14.21	10.64	12.93	1.77	8.94	32.12	12.15	16.85
ANKRD39	0	0	0	0	0	0	0	0	0	1.1	0	0
ANKRD40	0	0	3.81	2.13	0	0	0	0.58	0	0.07	0	1.36
ANKRD40CL	0	0	0	0	0	0	0	0	0	0.11	0	0
ANKRD44	4.15	0.89	0	3.04	24.38	1	21.55	1.71	3.1	11.5	0.07	17.16
ANKRD46	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD49	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD50	0.11	0	0.11	0	0	0	0	0	0	0	0	0
ANKRD53	0	0	0	0	0	0	0	0	7.15	0	0.26	0
ANKRD54	0	0	2.24	0	0	0	0	0	0	0	0	0
ANKRD55	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD6	0.18	0	0.65	0.89	0.38	0.59	0	0	0	0	0.49	0.97
ANKRD60	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0	0	1.29	0	0	0	0
ANKRD7	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD9	0	0	0	0.05	0.13	0	0	0	0	0.23	0.03	0
ANKS1A	0	0.13	0	0	0.61	0.16	0	0.43	0	0	0.61	0
ANKS1B	12.33	17.16	23.76	20.34	29.04	17.83	9.41	4.65	2.45	4.41	2.72	0.76
ANKS3	2.9	1.75	0.44	0	2.42	0.42	8.7	4.88	0.56	6.8	0.54	2.05
ANKS6	0	0	0	0	0	0	0	0	0	0	0	0
ANKZF1	8.33	3.03	0	0.72	4.42	1.55	1.19	0.59	1.04	0.75	1.39	22.98
ANLN	0	0	0	0	0.84	0	0	0	1.31	0.3	0	0
ANO1	0	0	0	0	0	0	0	0	0	0	0	0
ANO10	0.39	0.35	1.1	1.25	2.27	0.65	0	0	0.31	0	0	0
ANO2	0	0	0	0	0	0	0	0	0	0	0	0
ANO3	0	0	0	0	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0	0	0	0	0	0
ANO5	0.04	0	0	0	0	0	0	0	0	0	0	0
ANO6	0	0	0	0	1.52	0.06	0	0	0	0.79	0.55	0
ANO7	0	0	0	0	0	0	0	0	0	0	0	0.47
ANO8	0	0.29	0	0	0	0	0	0	1.43	0	0	0
ANOS1	0	0	0	0	0	0	0	0	0	0	0	0
ANP32A	3.23	0	4.08	1.1	0.97	1.72	0	0	0.79	0	0.21	1.09
ANP32B	0	0	0	0	0.2	0	0	0	0	0	0.75	0
ANP32C	0	0	0	0	0	0	0	0	0	0	0	0
ANP32D	0	0	0	0	0	0	0	0	0	0	0	0
ANP32E	0	0	0	4.47	3.71	0.7	4.36	0.87	0	0	0	0.53
ANPEP	2.67	1.23	0	14.77	1.79	0.25	6.86	1.59	7.5	3.73	2.56	0.93
ANTKMT	0	0.33	0	0	0	0	0	0	0	0.3	0	0
ANTXR1	0	0	0	0	0	0	0	0	0	0	0	0
ANTXR2	0.09	0	0.31	0	2.45	0	0	0	0	0.24	0.3	0
ANTXRL	0	0	0	0	0	0	0	0	0	0	0	0
ANXA1	1.78	1.18	0	1.58	0.34	0.17	0.28	0	0.71	1.13	5.8	5.54
ANXA10	0	0	0	0	0	0	0	0	0	0	0	0
ANXA11	0	19.96	10.17	8.91	13.12	4.73	8.02	11	8.79	0	3.49	5.93
ANXA13	0	0	0	0	0	0	0	0	0	0	0	0
ANXA2	0.59	1.95	4.48	3.41	1.38	4.72	0	0	0.35	0	3.25	0
ANXA2P1	0	0	0	0	0	0	0	0	0	0	0	0
ANXA2P2	0	0	0	0	0	0.5	0	0	0	0	0	0
ANXA2P3	0	0	0	0	0	0	0	0	0	0	0	0
ANXA3	0	0	0	0	0	0	0	0	0	0	0	0
ANXA4	0	0	0.89	0	0	0	0	0	0	0	0.8	0
ANXA5	0	0.83	9.51	0	2.34	0.15	0.46	0	1.74	2.18	1.19	0.35
ANXA6	0	4.24	1.48	0	4.83	2.09	0	0	1.78	1.82	0	0
ANXA7	0	0	0	0	0	0.09	1.76	0	0	0	0.37	0
ANXA9	2.43	0	3.49	0	2.84	0	0	0	0.48	0	0	0
AOAH	1.75	9.87	8.09	1.82	7.06	5.27	2.36	0	0	2.23	4.03	0
AOC1	0	0	0	0	0	0	0	0	0	0	0	0
