gene	Hugo_Cell_2016-Pt1	Hugo_Cell_2016-Pt2	Hugo_Cell_2016-Pt4	Hugo_Cell_2016-Pt5	Hugo_Cell_2016-Pt6	Hugo_Cell_2016-Pt7	Hugo_Cell_2016-Pt8	Hugo_Cell_2016-Pt9	Hugo_Cell_2016-Pt10	Hugo_Cell_2016-Pt12	Hugo_Cell_2016-Pt13	Hugo_Cell_2016-Pt14	Hugo_Cell_2016-Pt15	Hugo_Cell_2016-Pt19	Hugo_Cell_2016-Pt20	Hugo_Cell_2016-Pt22	Hugo_Cell_2016-Pt23	Hugo_Cell_2016-Pt25	Hugo_Cell_2016-Pt27A	Hugo_Cell_2016-Pt27B	Hugo_Cell_2016-Pt28	Hugo_Cell_2016-Pt29	Hugo_Cell_2016-Pt31	Hugo_Cell_2016-Pt32	Hugo_Cell_2016-Pt35	Hugo_Cell_2016-Pt37	Hugo_Cell_2016-Pt38
ABI3BP	16.60375	0.566949	0.2635075	0.06604255	0.7459085	0.9550805	4.291705	14.04685	0.886019	2.210405	1.878065	3.65294	1.826625	2.145965	2.928415	16.8168	2.459735	1.639925	5.253195	2.182295	1.29042	0.7767695	0.0347038	5.77473	0.368723	0.0764036	6.479
ABL1	13.1939	15.2128	46.2901	15.8761	17.1145	15.94345	18.1608	8.92543	16.46695	10.02179	22.8205	23.7608	12.92865	29.7379	27.46665	18.9064	13.3842	27.3416	22.00515	24.52295	14.5936	21.40495	22.5492	22.1919	15.8297	22.254	17.9001
ABL2	23.9915	9.57387	19.4174	20.0079	17.982	8.382965	8.21135	4.774695	7.008875	14.4755	8.00372	7.135035	11.5105	6.30165	5.169415	12.905	8.76183	6.814245	12.05775	12.70535	1.9303	9.977675	22.9016	7.43423	10.3879	10.3106	3.43065
ABLIM1	10.977	14.77275	8.75484	0.514385	8.948775	2.12503	7.488815	2.569045	1.80707	0.813051	1.35599	1.430175	1.404165	3.31607	4.199765	7.42798	1.7199	1.47875	15.451	14.9875	47.97585	3.637795	4.02625	1.69174	5.99617	0.971812	17.6317
ABLIM2	1.457715	0.4380825	0.379043	0.09972855	1.86346	14.05105	0.587256	0.6835135	0.7417025	5.199875	0.356076	0.225793	0.2557835	3.10123	0.254484	0.4722735	0.520719	0.9892695	0.68813	0.3105005	5.81823	0.2803755	0.468359	0.1634	0.138268	0.708966	1.28075
ABLIM3	25.74375	11.199	1.061856	8.44046	7.73787	1.36701	7.35716	17.28575	3.81874	13.48185	16.7484	19.2269	4.611565	6.807945	3.200155	7.856825	6.197325	1.89241	4.080035	4.580465	1.6463	1.76831	9.20161	1.25148	2.60955	2.05006	6.75245
ABO	0.0553842	0.0606661	0.05117255	0.05615535	0.1794105	0.02008935	0	0.185325	0.0784144	0.06310675	0.1536085	0.1121737	0.021319	0.0879645	0.10899355	0.615088	0.27905	0.1037785	0.0118571	0.0393509	1.24695	0.4427865	0.069148	0.0707739	0	0	0.104992
ABR	21.8084	21.02055	22.37525	52.1161	29.9607	72.21535	71.96135	40.24155	27.09945	38.65275	42.62985	38.66785	21.8054	77.72245	46.29685	27.8091	36.0581	111.343	24.51815	25.7722	33.96435	23.61345	32.1116	24.6771	54.6618	40.1016	20.7309
ABRACL	42.379	32.65815	47.9931	86.2868	103.5245	68.1736	46.6545	46.1825	35.03315	39.7262	43.36315	85.1449	46.9109	42.3069	49.9008	53.35555	56.53015	30.90505	36.69575	28.11535	57.24845	53.56405	42.8505	14.1919	48.0557	4.29426	74.9339
ABTB1	6.891465	9.138655	9.24658	5.52556	8.624985	45.72165	11.4525	15.82345	13.52485	4.81505	9.627355	14.41285	13.4785	88.0036	25.86845	12.57915	19.05505	14.6749	12.85465	12.93675	14.2393	10.9826	6.34179	12.1283	3.79353	13.0874	21.2063
ABTB2	4.39284	4.951275	5.597485	6.519645	23.47695	3.80882	8.66639	5.737975	13.36925	4.05824	5.27205	4.93576	1.345515	4.8312	9.01012	5.68016	2.371985	5.89821	11.37765	14.97245	2.281545	3.36572	2.40038	3.06519	11.5398	20.4977	3.48849
ACAA1	22.79875	88.24015	35.51185	12.02585	30.2236	49.74885	40.15975	45.0306	27.2691	12.2894	25.2796	21.04515	60.3476	44.744	43.5044	16.50405	38.54365	38.674	20.586	19.12215	64.05475	35.4832	50.0835	18.3307	21.275	30.5318	37.9187
ACAA2	34.841	159.943	23.47715	14.56275	26.10175	3.638245	22.76115	48.9121	28.45995	6.59381	22.3095	25.69735	25.48335	9.24289	21.74635	32.61205	28.5048	48.0952	19.7296	17.8508	8.868075	46.4258	19.5266	28.2501	39.0213	17.4138	20.4999
ACACA	5.56814	8.455775	11.98435	1.53894	8.591845	6.07349	4.144315	3.105315	16.3089	5.08017	5.867845	10.60225	4.544875	4.733005	2.16552	5.276535	3.18498	4.10584	5.0184	3.74749	9.396255	6.80631	3.82703	4.49763	5.1238	5.95824	3.78671
ACACB	1.42551	8.341795	0.9347045	0.217467	2.25357	1.22203	2.67674	2.3631	1.53553	1.65491	1.246335	1.135955	0.84939	2.452235	2.01417	4.06183	2.14599	1.801045	2.390575	1.543455	0.782475	2.118395	1.04881	2.17025	1.74782	0.153817	2.08812
ACAD10	2.954355	10.15713	4.405905	6.3267	12.30955	2.47995	5.730605	5.16093	5.38301	5.668385	3.227905	4.4171	9.18139	5.31799	4.429015	5.603485	3.677745	6.521725	7.00982	7.20415	4.305555	4.365275	4.24884	4.12075	4.5154	6.30149	5.32074
ACAD11	4.088325	15.1117	3.800835	2.092975	2.391505	5.89569	4.837245	6.404685	6.187575	3.649475	4.29977	4.80221	5.15846	2.563985	4.741535	4.1575	3.512915	1.124135	4.50281	7.235285	3.75289	10.44695	0.789791	4.30383	2.09207	3.12245	2.95529
ACAD8	5.233645	12.8977	3.62936	5.45934	14.9064	12.435	5.178555	17.7242	7.62789	9.190025	11.59015	10.635	20.1851	6.65553	8.78557	9.45638	6.28254	6.712565	9.070335	10.332655	27.35435	7.93642	3.09817	12.5905	4.06394	9.01077	10.0991
ACAD9	13.87395	15.0883	20.0229	12.1445	11.57885	21.25195	15.88895	16.0647	13.1853	14.49795	13.07065	18.7349	20.50735	17.6013	14.8183	12.68555	13.1195	15.8257	16.82445	15.4744	44.6149	17.0057	16.3851	8.43567	20.202	19.0184	14.5552
ACADL	0.0534079	4.217935	0	0	0.170361	0.01756475	0	0.1490575	0.08207285	0.1137715	0.0140539	0.1246995	0	0.0817545	0.02104015	0.2121845	0.0130143	0.01966135	0.120457	0.0068138	0.06060615	1.0779	0	0	0	0	0
ACADM	29.99445	92.2065	17.2404	26.79425	43.22145	16.5402	23.4542	30.1718	23.5896	43.5611	27.76615	14.59675	39.90515	16.476	24.59765	32.62595	30.8052	9.805565	16.7789	19.27155	18.7022	29.33905	4.77284	17.6051	23.8656	11.2493	22.287
ACADS	6.248895	46.5243	5.145355	3.74037	8.73404	10.4685	29.1308	16.0466	6.447005	7.570765	10.85705	5.679485	17.4719	69.94165	15.66375	10.75655	12.49715	19.5717	5.884685	3.90182	13.7045	13.58385	12.4962	11.8614	13.2366	15.9908	17.579
ACADSB	5.21162	61.3905	3.65658	11.32445	14.23595	4.17159	2.36373	4.649955	2.611355	0.522345	2.62871	6.143685	7.15002	2.03557	2.868045	3.993515	2.136605	0.690622	4.487995	5.83418	2.49442	5.355215	0.532487	1.27364	2.5637	2.34188	3.70725
ACADVL	61.5853	108.782	19.25195	75.3208	134.1115	83.2818	117.824	154.94	96.6009	130.163	84.41	60.23035	108.9565	84.5564	57.83595	81.30685	87.122	51.89785	45.7609	38.3338	198.9965	58.94055	50.1414	129.638	33.6103	45.3676	67.108
ACAN	0.3341615	0.0171709	0.233025	0.209187	0.03508705	0.06478485	0.2781685	0.0441543	10.02424	0.02970145	0.3609635	0.2228415	0.203401	0.201778	0.0505425	1.55352	2.419585	0.3998105	0.1344845	0.0268037	0.05357025	0.09346715	2.5877	1.71825	0.502419	0.774616	0.0519462
ACAP1	3.07389	1.66005	1.1313	0.0613631	0.4913305	0.704971	1.34886	4.435275	0.631037	0.4572345	3.467905	1.295225	4.002065	4.677505	26.8323	4.50165	3.49134	7.626845	2.992925	1.113731	5.610855	4.05441	2.39588	1.82416	1.18239	2.61099	53.4389
ACAP2	11.0387	11.1476	11.26445	10.5215	13.6639	12.33555	7.979545	7.26147	14.2899	11.52735	10.70935	13.08395	7.3526	5.303205	11.65665	13.5743	8.06496	2.716335	10.577	13.9129	8.56265	14.667	1.49102	3.24716	12.2292	3.79106	11.3512
ACAP3	11.99765	5.79936	4.86914	7.26451	3.93195	22.798	18.99605	13.71415	10.2134	41.83345	14.05055	5.99479	7.00468	17.8004	11.593	8.02483	34.95805	17.14215	6.94184	7.28872	32.5879	6.529275	23.6956	26.3959	14.2238	13.2966	10.7647
ACAT1	25.7938	241.5715	13.76085	28.56605	30.0556	26.54075	21.52095	45.8381	45.5294	10.3308	20.1061	39.29845	40.38735	16.28845	21.63725	36.6073	32.3015	22.5051	26.26815	25.70095	18.0257	35.56735	8.97616	10.4436	15.5613	16.8565	32.7939
ACAT2	6.464505	17.2391	13.78405	5.68315	14.92175	50.8512	9.8152450000000009	26.27855	32.9096	11.8832	12.67625	20.9647	25.4793	9.65945	8.41901	10.3544	9.689875	4.353905	11.53235	10.033415	25.9907	11.4288	17.465	4.56772	11.2483	9.36386	17.8615
ACBD3	29.5649	33.399	36.3412	45.51335	40.4556	18.45815	23.2585	14.4124	32.5886	27.1038	28.67575	14.05445	21.7271	20.78005	33.6581	33.43015	12.2642	13.1838	24.9843	29.38015	24.8579	22.38055	31.8563	30.788	17.1784	32.129	18.3786
ACBD4	4.795755	18.3724	4.509535	5.723225	2.4644	5.175095	4.607275	4.39979	1.958485	1.674225	3.41977	3.349595	4.14921	9.577645	4.94411	3.67092	2.690745	2.932805	3.22756	3.65678	2.779245	3.238445	2.14184	6.0454	1.549	12.9477	8.01615
ACBD5	10.07618	23.14935	6.392365	8.1883	12.02095	7.23062	5.69168	8.710285	7.037085	15.0713	8.480495	10.73555	7.73606	6.450305	10.5004	9.892845	7.538575	3.39543	8.72527	9.27224	8.26192	10.22979	1.32178	3.61314	4.0484	5.43301	5.15133
ACBD6	23.92355	27.112	48.6582	36.64235	12.4729	44.76245	21.2998	25.82665	23.5488	17.53135	19.76415	22.31985	34.4582	47.99905	33.4891	25.61625	34.33325	116.3215	27.17535	25.24445	29.15395	16.2016	91.3489	29.07	28.1602	40.3829	21.3311
ACCS	4.047365	3.531255	1.42073	4.207705	1.1734	6.751035	4.308785	5.06531	1.59615	0.7714345	3.41832	2.131005	5.0184	6.62945	9.41874	2.900085	4.294315	1.15247	5.844215	10.14275	4.598605	2.06034	1.06104	2.02536	2.01768	12.3342	4.94753
ACD	6.736095	7.13263	6.589805	12.13225	4.74743	13.82805	10.319985	12.09775	6.72193	6.006915	6.30919	23.0784	11.95665	13.37065	7.256585	6.097755	10.62725	18.3915	11.20735	10.89295	8.050665	5.448175	28.5958	8.66042	10.5606	25.9314	13.5755
ACE	4.51751	0.6670415	2.0209	1.05397	0.9006375	1.16802	3.683875	3.589425	17.87005	1.39788	5.716865	5.222685	2.403705	10.2634	3.769165	5.80933	6.76945	4.33117	2.27124	0.9557475	3.887335	2.387855	5.0751	8.93227	3.49611	2.45073	2.55714
ACE2	0.01617468	0.222051	0.0465551	0.135803	0.12387935	0	0.0362876	0.0143003	0.02425422	0.0219506	0.0217401	0.0080359	0.0095079	0.06114345	0.0421476	0.03778825	0.00835605	0.126681	0.03752285	0.008434305	0.9948145	0.3348705	0	0	0.0143511	0.0199806	0.0178116
ACER1	0.016722	0.03861055	0.0221222	0	0	0	0	0	0	0	0	0	0	0	0	0.08319255	0	0	0	0	28.42885	0	0	0	0	0	0.0951504
ACER3	5.51123	3.346125	5.70983	9.090625	11.94545	3.61546	5.355345	7.085275	7.77059	2.84956	7.15241	12.21635	3.56316	1.73067	2.967805	8.81067	5.768595	12.73405	4.695425	4.57988	5.620165	5.834715	3.23145	4.85717	9.30621	6.33807	10.3726
ACHE	0.615797	0.656445	1.0783	0.0393778	0.04388435	0.3420655	5.87108	0.3928795	1.55401	0.3401455	0.173985	0.239617	0.969188	7.031485	1.59632	0.445677	1.368005	0.49855	0.2541615	0.1103085	0.948561	3.346465	4.41923	1.92937	0.311825	4.92077	11.5807
ACIN1	30.9976	22.8908	31.53515	28.47125	51.5456	36.92355	32.48205	30.4235	29.96025	55.5779	38.0468	37.5382	36.70645	47.13485	43.96595	32.967	35.299	53.79835	35.28455	37.36755	54.27345	31.57635	59.1247	123.099	48.2239	48.046	56.796
ACKR1	38.97685	0.3248135	0.10856685	1.42404	1.684115	3.162635	15.03165	36.02785	6.050345	2.195405	3.53629	6.34431	5.396485	8.27007	11.0084	19.2423	3.606995	13.59705	6.352405	1.312775	57.1182	6.20607	5.67586	0.118514	2.87803	2.22796	58.2149
ACKR2	1.19863	0.8387875	0	0.12742895	0.1192847	0.105671	0	0.0433058	0.408453	0.035399	0.1649935	0.1207608	0.1017034	0.1044055	0.0505049	0.2666685	0.0387689	0.0978464	0.10398515	0.162557	8.02426	0.1213855	0.192268	0.0371604	0.0251525	0.209684	0.377345
ACKR3	23.80595	3.009335	4.595415	2.12554	2.412845	7.43173	5.268495	5.500795	22.65275	4.874945	10.72095	10.034705	2.362135	2.046615	2.07086	28.46625	5.535715	2.201415	2.986755	1.031435	10.51707	1.79549	10.9256	2.91615	2.04441	0.374953	4.98802
ACKR4	3.097755	0.442868	0.236268	0.25049	0.1646765	0.3732175	0.5004585	1.60944	0.8995895	0.9292265	1.57914	1.25572	0.2006445	0.374706	0.2574465	4.17748	1.500825	0.0379585	0.600516	0.461102	6.712305	0.5370565	0.203172	0	0.495597	0	0.681175
ACLY	45.81445	22.02755	84.7636	43.1432	71.56745	42.80495	34.07505	50.91325	77.57745	54.23445	53.1035	87.49285	28.098	41.28445	24.90435	41.9545	39.0361	34.42225	40.3071	34.5089	32.98715	30.90425	35.2762	31.5908	43.0724	43.9417	34.4583
ACMSD	0.0112191	23.3751	0	0.0244569	0	0	0.0321087	0	0	0	0	0	0	0.0676686	0	0	0	0	0	0.01460915	0.4046335	0.0159893	0	0.39404	0	0	0
ACO1	8.987925	18.31655	4.79838	11.0284	18.64995	8.57102	6.722365	15.35755	11.1577	12.5707	8.822275	19.3187	8.672555	3.22301	5.729655	11.14405	10.77825	6.92683	8.739705	6.77484	9.373545	5.61131	8.87487	7.77098	14.6648	10.4902	8.80502
ACO2	34.8686	39.5562	56.57615	54.1934	56.00655	35.75	28.17425	39.96165	78.9505	39.5369	22.27735	28.0002	50.1338	115.439	27.4381	33.9624	27.8694	28.62485	28.814	29.025	33.58875	42.5838	163.501	34.0977	78.75	99.103	35.496
ACOT11	0.3225	0.1854355	0.2870995	0.02550565	0.3693245	1.523305	4.61752	0.988215	2.16777	3.33046	1.61889	0.4284745	0.369475	2.33827	0.191247	0.4523995	0.980601	0.11464095	0.1948795	0.208343	5.61896	0.235954	0.355929	2.56255	2.29535	0.0913504	0.46562
ACOT12	0.0077406	9.446195	0.01809685	0	0	0	0.02246575	0.007458	0.0309507	0.0108958	0	0	0	0.1012327	0	0.00846455	0	0.0133232	0.0226018	0.01703365	0.185923	0	0	0.0390006	0	0	0
ACOT13	7.45797	15.97145	11.9845	15.5042	13.64275	5.19008	4.036605	6.373005	5.43323	5.71165	10.33245	4.238825	7.799445	3.929175	6.71411	7.238245	8.065785	3.36262	3.775875	4.263105	6.64713	9.11754	3.4499	6.22984	8.6162	12.2962	4.70275
ACOT2	7.50576	21.86625	8.83396	14.09115	25.2124	8.23575	0.927415	12.94545	8.893475	8.81721	8.00655	5.53835	7.472895	23.5464	10.93235	12.15395	7.40743	4.78246	4.449815	4.1924	4.51788	7.884965	7.69891	10.5318	15.2408	16.251	3.64508
ACOT4	0.58943	3.315285	0.4913805	0.182924	0.4289655	1.29724	2.483055	1.46755	1.57891	0.1494835	0.9874645	0.5234695	2.21166	1.086553	2.424445	0.9905305	1.752575	1.437855	0.704223	0.365066	1.480815	2.45921	2.41864	0.733548	3.04222	1.13777	1.13286
ACOT7	180.23	49.92085	49.35905	128.0275	193.3975	161.5075	72.3387	93.66815	51.83985	204.962	57.81475	126.4625	47.381	180.9415	49.2837	29.70915	93.09835	131.676	100.53895	73.1107	64.8351	59.3878	203.223	96.1686	193.06	180.387	86.324700000000007
ACOT8	10.14965	11.0055	16.708	12.1932	7.371635	26.7809	11.0575	22.8524	14.2701	20.50805	10.9629	20.68835	53.2854	34.8597	15.15135	12.54235	16.99765	57.3589	6.26732	6.06894	18.9144	16.73995	27.6785	23.0718	15.1332	25.3912	15.9364
ACOT9	22.10315	18.69725	19.44745	32.4595	43.16265	58.47725	16.6351	26.76815	14.9885	21.9617	19.62075	49.1996	22.39435	13.3998	20.6172	24.73535	37.39015	17.78765	17.40975	14.69965	13.56675	21.96615	24.5691	6.52125	17.8391	12.8652	15.9447
ACOX1	7.059485	23.88085	5.429125	6.52165	6.846195	6.61775	10.6772	6.397035	5.93168	4.56404	8.044925	4.81477	3.77501	3.410605	6.8593	7.080535	4.941765	3.481225	5.143725	5.845415	12.58365	3.330605	3.31738	14.2315	5.41579	9.70534	5.43891
ACOX2	1.600925	18.8381	0.31572	0.1038953	0.3286825	3.64814	0.406106	0.5195195	3.479395	0.3350405	1.598305	1.77909	0.258541	0.2959025	0.5769625	1.753	0.465402	0.45595	0.2481215	0.12328985	0.7760585	1.06549	0.200559	4.96582	0.505169	0.302482	3.26208
ACOX3	4.671585	4.965365	3.329025	6.407145	4.28026	4.03905	5.40535	4.0473	3.81639	2.470275	4.63224	6.50157	4.731235	3.9103850000000002	6.290605	3.779005	6.388425	10.6242	5.550585	4.967415	16.91095	4.184555	4.93785	4.774	5.71645	6.15183	6.24757
ACOXL	0.073356	0.01221115	0.07570125	0.0118039	0.0416796	0.03240845	0.070987	0.2187155	0.0512753	0	0.0362754	0.01555105	0.04121935	0.0166091	0.6352285	1.258795	0.0616705	0	0.04171585	0.06955005	0.09241355	0.89019	0.0821427	0.118973	0.214866	0.111303	0.156724
ACP1	56.66765	78.36085	62.5718	43.69535	60.7589	41.3753	59.21505	43.0088	42.68055	44.1699	37.24525	54.2467	51.76885	81.14765	53.77515	49.90715	71.08605	54.82495	45.33685	50.32145	51.24905	40.162	57.9575	37.2632	68.173	44.8289	39.0169
ACP2	21.30255	19.9322	15.8344	23.1525	21.9531	39.308	30.52175	52.2527	17.49005	24.17755	35.24475	29.46305	34.5391	41.9098	32.44405	31.8156	23.8423	31.71485	23.69865	19.2911	15.3867	16.10925	43.4135	58.9909	35.1113	38.5695	30.1673
ACP5	98.52985	133.077	132.366	301.1465	317.017	93.7895	193.553	128.151	28.1183	99.1492	32.71185	15.10515	49.4063	416.518	500.563	135.524	264.014	594.541	86.5445	89.6918	84.9784	59.3911	248.515	18.3964	187.214	53.6812	173.897
ACP6	4.852545	18.1165	6.10161	10.67715	4.00673	7.9849	6.95671	16.372	93.49265	12.88315	12.173	8.75201	6.37882	12.7559	5.115065	4.923415	5.00257	5.296245	7.05246	7.36694	6.078425	3.06928	6.34374	5.16628	1.89763	9.33549	3.91003
ACR	0.1793815	0.18292235	0	0.0739176	0.02234205	0.07181645	0.3397665	0.159035	0.07815115	0.232697	0.05137475	0.05815525	0.0691756	0.14146475	0.2797265	0.2128785	0.0572795	0.8030565	0.0132555	0	0.0992534	0.289092	0.384205	0.0806266	0.100315	0.0730458	0.0607141
ACRBP	0.6257775	0.990746	0.926944	0.1170305	0.782821	0.109836	0.898482	0.463431	0.403563	0.449793	1.325925	0.614326	1.144546	0.8389025	1.345395	3.24598	1.049333	1.23796	0.9843455	0.678867	0.2064295	1.046385	0.286517	0.437067	0.434648	0.307122	1.29304
ACRV1	0.01371355	0.0320925	0.02302615	0.05244055	0.1471715	0.208525	0.11628515	0.315854	0.169113	0.0760998	0.0818163	0.0674173	0.02618635	0	0.02745985	0	0.09704755	0.0661195	0.01487745	0.06798435	0.8232165	0.6365065	0.407221	2.51756	0	0.0788543	0.138069
ACSBG1	1.272395	0.3651605	0.10490575	9.68891	0.2481675	0.061049	0.1431745	0.08575925	0.143977	8.03733	4.17248	0.07102915	0.08780785	0.230847	0.137313	1.46366	0.56464	0.08784865	0.0373577	0.08927625	1.56681	0.0915256	1.0213	0.125483	0.961211	0.112956	0.263816
ACSBG2	0.0290499	0	0.018607	0.10033415	0.0158141	0.016113100000000002	0.0158047	0.02123645	0.00956435	0.0217806	0	0.003925815	0.0943499	0	0.01045545	0.0177778	0.039867	0.01028615	0.02136955	0.0238653	0.01229435	0.06900535	0.0302564	0	0.019257	0	0.0244505
ACSF2	1.57277	11.00545	6.941255	0.159393	3.32813	29.0524	3.26642	9.093695	2.93426	2.21947	4.227585	2.38218	46.48005	17.48255	9.163705	4.488565	7.39757	25.4012	1.65407	1.05568	4.98906	8.15149	6.71371	16.1595	12.0461	2.58379	10.994
ACSF3	4.289	6.19506	4.583145	7.752535	2.9718	5.58618	6.23255	5.86071	4.09254	2.762575	2.90568	4.894175	7.48599	14.8393	4.403165	4.1493	4.400355	7.626735	5.539375	5.04307	5.27466	2.791275	6.39989	3.3572	5.63762	4.88695	7.89491
ACSL1	27.28495	163.7385	13.24975	32.33745	29.63675	52.2755	17.72055	14.8093	19.1592	9.89664	17.44555	24.04545	20.752	25.58235	13.6671	26.97655	32.65115	7.202	23.87795	20.78825	46.9614	18.2956	14.369	2.73819	7.97172	6.07353	11.1173
ACSL3	61.77655	68.5432	53.94275	80.3917	167.248	46.987	37.21315	62.05955	176.8815	83.1768	36.08945	26.07325	59.7637	51.19835	40.60765	55.4634	27.77855	7.674185	47.2667	54.32035	13.36375	38.06445	54.3791	19.8916	72.571	52.1158	17.1899
ACSL4	26.30695	19.97315	10.7358	32.9761	70.17855	18.2984	11.58635	19.1523	16.16865	13.7703	21.61755	35.10655	15.00625	8.548635	17.04055	22.16065	14.9729	6.067555	15.8896	14.74245	11.66475	16.9638	3.79588	6.37242	7.8968	3.32561	9.74867
ACSL5	4.083255	27.0661	1.939645	1.860035	3.18303	0.689272	14.1519	3.06354	1.08342	1.40641	9.21462	25.4183	2.14811	1.474345	15.96255	9.69517	4.803665	3.56408	19.6463	23.73495	3.18722	6.955775	1.6217	0.820811	3.2651	1.31758	22.7244
ACSL6	0.158325	0.2716945	0.0536974	0.00899695	0.0732049	0.1756565	0.2726155	0.2825035	0.2442495	0.1982285	0.285666	0.034111	0.2789955	0.09152405	0.5731735	0.2346155	0.2751435	0.02454505	0.07789865	0.0236832	0.0572664	0.1646565	0.394829	0.0921867	0.0742583	0.0517738	0.556243
ACSM1	0.0222012	0.630378	0.0070377	0	0	0	0.182384	0.09194345	0.00551955	0	0.0197351	0	0.0653837	0	0.0289187	0.01335135	0.01830515	0.027391	0.00688375	0.03059045	0.1022195	0.0272415	0	0	0	0	0.124814
ACSM2A	0.00725515	44.37815	0	0.00397047	0	0.00640585	0	0.03619295	0	0.0054134	0	0.003040855	0	0	0.00791635	0.025096235	0	0	0	0	0.722641	0	0	0	0	0	0
ACSM3	1.377715	15.61245	0.09463325	1.55799	0.511227	0.0473877	0.4662395	1.915415	0.068401	0.1506695	0.1932515	0.109002	0.406841	0.0979984	0.370232	0.810169	0.3355415	0.1893135	0.1464635	0.1691465	0.5773555	1.78243	0	0.206078	0.0324341	0.0478297	0.907842
ACSM5	0.4929915	25.081	0.3336945	0.09356115	0.662552	0.0411928	0.0743365	2.403995	0.0292185	0.11094705	0.1471035	0.5438885	0.53742	0.5721195	0.8311415	1.181795	1.33507	0.280307	0.5571915	0.3653685	0.57996	0.3684505	0.0363593	0.180963	0.44632	0.13824	0.369927
ACSS1	16.05755	11.9115	14.09145	24.1413	5.3293	11.0539	28.87455	16.0366	17.60475	10.89815	6.101395	2.0778	22.1411	19.85085	22.6339	16.42	7.97768	6.302865	15.65125	19.2449	4.807355	4.444435	6.92425	5.43814	26.9782	13.1617	27.8109
ACSS2	10.6959	11.15675	11.57415	13.75015	7.46386	31.02795	16.6067	83.9074	82.9852	76.97625	18.19965	13.1879	10.7145	31.68845	13.66325	13.3399	9.00488	16.47355	10.9886	10.62985	20.33875	10.0443	11.8911	10.7649	8.42298	18.6482	15.9308
ACSS3	0.9684245	7.15152	0.2350755	0.0292754	15.0896	0.0885079	9.36034	0.5618205	23.4023	5.87697	22.02405	0.627323	0.1465505	0.429014	0.142861	5.154815	0.2317015	0.1202423	0.5921155	0.222259	0.2807625	1.115335	0.119237	8.67995	0.0559591	0	1.99339
ACTA1	0.03251805	0.09826215	0.06221815	0.04147125	0.032942	0.10252245	0	0.3574245	0.08732855	0.0812738	0.0833028	0.04511015	14.1293	464.986	0.3302945	1.2699245	0.200829	0.2456077	0.05045285	0.02794695	0.604382	0.04748205	0.583765	0.400716	0	0	0
ACTA2	247.5425	27.27385	81.9792	46.2206	38.97475	15.14035	66.6384	70.86025	135.036	79.26	143.03	63.5299	33.81105	97.35765	22.8648	612.784	231.3215	85.45785	28.3336	11.13645	50.3297	53.88805	273.735	87.0742	53.3532	16.2682	63.4759
ACTB	1977.685	1004.6435	2758.085	1291.82	1128.925	3201.235	3587.665	1947.99	1683.56	1427.675	2743.315	2498.93	2003.7	6389.46	2453.15	2814.695	3223.205	4751.065	2722.06	1726.185	3047.675	2260.215	9427.21	2291.99	4470.78	2024.86	5998.98
ACTC1	0.2407195	0.01729405	0.0303468	0.0518206	0.1334965	0	0.0302996	0.123908	0.1059567	0.1448315	0.009018765	0.10594975	4.36926	67.8857	0	12.0882	0.0542116	0.0329946	0.01671585	0.004707755	0.179503	0.016578	1.17187	0.131922	0.0316262	0.0221564	0.0197687
ACTG1	1266.755	1535.42	1474.87	1768.24	1044.34	1119.405	2228.815	904.937	833.892	760.389	979.001	2074.91	758.1255	4933.63	2228.415	1348.395	1383.62	3806.11	2158.45	2031.705	2320.5	781.2075	5282.09	1443.41	2218.49	7925.65	2342.95
ACTG2	37.71385	0.3104535	15.71745	119.137	5.186265	0.6416525	5.288125	7.43704	14.8908	3.81711	3.6097	9.778015	1.68963	2.499545	0.5482845	75.0476	6.26997	4.90597	2.477745	0.284673	7.10429	2.551695	33.0941	8.63556	3.35774	2.41279	0.892948
ACTL6A	29.4091	28.08775	78.9441	52.9359	40.26155	45.7506	27.08185	40.31805	65.7227	46.04545	34.46425	78.1619	47.673	35.1022	30.31215	39.7147	31.6047	26.09645	37.5498	39.04195	31.51235	48.9726	22.1108	15.8641	39.1864	26.1656	23.6842
ACTL6B	0	0	0.0173036	0	0	0	0	0	0.0146108	0	0.0087469	0	0	0	0	0	0.04766585	0	0	0	0	0	0.0637229	0	0	0.0576349	0
ACTL7A	0.00784515	0	0	0	0	0	0.0364532	0	0	0	0	0	0	0	0	0	0	0.0236275	0	0.0120862	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0.0174081	0	0	0	0.00943275	0	0	0	0.0291022	0	0	0.01112185	0	0	0.0157352	0	0.037127	0	0	0	0	0	0
ACTL8	0.00813895	0	0.725882	0.314833	0.0385231	0.01675915	0.275717	0	0.03323765	0	0	0	1.34879	0.0505644	0	0	0.0532056	2.026135	0.0105591	0.0117207	0.1387774	0.2123325	0.768171	0	0	0.115132	0.0481959
ACTN1	64.1399	28.38	41.69765	134.5145	209.628	55.19065	21.3579	30.66875	40.52095	78.78395	69.4906	92.27805	42.51315	90.4011	23.56965	69.7457	68.69455	25.8301	117.9925	127.768	111.8265	46.767	190.533	69.8681	109.702	76.9302	28.842
